movie,directors,stars,year,runtime,genres
Alien Escape,Scott Harris,"Gail Thackray, Bernie Van De Yacht, Heather Ford, Yvette McClendon",1997,85 min,Sci-Fi
The Twonky,Arch Oboler,"Hans Conried, William H. Lynn, Gloria Blondell, Edwin Max",1953,84 min,"Comedy, Sci-Fi"
Brother John,James Goldstone,"Sidney Poitier, Will Geer, Bradford Dillman, Beverly Todd",1971,95 min,"Drama, Sci-Fi"
Descent Into Darkness,Daniel Knauf,"Dean Cain, Scott Wiper, Biliana Petrinska, Maxim Genchev",2002,96 min,"Action, Adventure, Sci-Fi"
Future X-Cops,Jing Wong,"Andy Lau, Barbie Hsu, Bingbing Fan, Jiao Xu",2010,99 min,"Action, Sci-Fi"
My Apocalypse,Chris LaMont,"Corin Nemec, Bruce Weitz, Nancy Allen, John de Lancie",2008,82 min,"Comedy, Drama, Sci-Fi"
Cave Women on Mars,Christopher R. Mihm,"Daniel Sjerven, Josh Craig, Brooke Lemke, Alana Bloom",2008,73 min,Sci-Fi
"Alien, Baby!","Andrew Rakich, Eduardo Urueña","Nathaniel Hendricks, Kendra Unique Wills, Andrew Rakich, Mohit Jaswal",2017,56 min,"Comedy, Sci-Fi"
96 Souls,Stanley Jacobs,"Grinnell Morris, Sridhar Maruvada, Paul Statman, Toyin Moses",2016,112 min,"Drama, Mystery, Sci-Fi"
"Goke, Body Snatcher from Hell",Hajime Satô,"Teruo Yoshida, Tomomi Satô, Eizô Kitamura, Hideo Kô",1968,84 min,"Horror, Sci-Fi"
Channeling,Drew Thomas,"Taylor Handley, Kate French, Skyler Day, Dominic DeVore",2013,106 min,"Action, Mystery, Sci-Fi"
Robotech: The Shadow Chronicles,"Dong-Wook Lee, Tommy Yune","Richard Epcar, Eddie Frierson, Mark Hamill, Alexandra Kenworthy",2006,88 min,"Animation, Action, Adventure"
Aftershock,Frank Harris,"James Lew, Michael Standing, Elizabeth Kaitan, Jay Roberts Jr.",1990,91 min,"Action, Sci-Fi"
Browncoats: Redemption,Michael C. Dougherty,"Heather Fagan, John Patrick Barry, Michael James Levy, P.J. Megaw",2010,96 min,Sci-Fi
Gammera the Invincible,"Sandy Howard, Noriaki Yuasa","Albert Dekker, Brian Donlevy, Diane Findlay, John Baragrey",1966,86 min,"Family, Sci-Fi"
It's a Digital World,Paul Greenberg,"Jessica Biel, Brian Huckeba, Robert Amico, Val Barri",1994,109 min,"Animation, Comedy, Family"
Psycho à Go-Go,Al Adamson,"John Carradine, Kent Taylor, Tommy Kirk, Regina Carrol",1967,85 min,"Horror, Sci-Fi"
The Inhuman Woman,Marcel L'Herbier,"Jaque Catelain, Léonid Walter de Malte, Philippe Hériat, Fred Kellerman",1924,135 min,"Adventure, Drama, Mystery"
The Fixies: Top Secret,"Vasiko Bedoshvili, Andrey Kolpin, Ivan Pshonkin","Larisa Brokhman, Prokhor Chekhovskoy, Jodi Eichelberger, Felix Golovnin",2017,80 min,"Animation, Adventure, Comedy"
Electric Dragon 80.000 V,Gakuryû Ishii,"Yoshiki Arizono, Tadanobu Asano, Masakatsu Funaki, Masatoshi Nagase",2001,55 min,"Action, Fantasy, Sci-Fi"
Frackers,Jeffrey Nicholson,"Laura Flannery, Lynn Andrews III, Bryan Massey, Cottrell Guidry",2019,,"Comedy, Sci-Fi"
Garden of the Dead,John Hayes,"Philip Kenneally, Duncan McLeod, John Dullaghan, John Dennis",1972,59 min,"Sci-Fi, Horror"
Chicago Rot,Dorian Weinzimmer,"Alberto Agraz, John Alston, Kelso Ashby III, Brian Babulic",2016,100 min,"Drama, Horror, Sci-Fi"
Civil Twilight,Darren Mann,"Michael Weaver, Tim Griffin, Justin Huen, Rune Temte",,,"Sci-Fi, Thriller"
An Occurrence at Owl Creek Bridge,Brian James Egen,"Bradley M. Egen, Jody Chansuolme, Aaron Jackson, Grant DeMoss",2005,51 min,"Drama, Romance, Sci-Fi"
The Next Generation Patoreibâ: Shuto kessen,Mamoru Oshii,"Toshio Kakei, Erina Mano, Seiji Fukushi, Rina Ota",2015,94 min,"Action, Sci-Fi"
Le Sequel,Jason Croot,"Kyri Saphiris, Seye Adelekan, Aiko Horiuchi, Denise Moreno",2016,90 min,"Comedy, Horror, Sci-Fi"
Transfer,Damir Lukacevic,"B.J. Britt, Regine Nehy, Hans-Michael Rehberg, Ingrid Andree",2010,93 min,"Drama, Sci-Fi"
The Mystery of the Third Planet,Roman Kachanov,"Olga Gromova, Vsevolod Larionov, Yuriy Volyntsev, Vasiliy Livanov",1981,48 min,"Adventure, Sci-Fi, Animation"
Game Therapy,Ryan Travis,"Lorenzo Ostuni, Federico Clapis, Leonardo Decarli, Elisa Piazza",2015,97 min,"Action, Comedy, Sci-Fi"
Morning Patrol,Nikos Nikolaidis,"Michele Valley, Takis Spiridakis, Liana Hatzi, Nikos Hatzis",1987,108 min,"Drama, Sci-Fi"
Alienate,Michael Shumway,"Blake Webb, Tatum Langton, Jaclyn Hales, Natalie Day",2016,90 min,"Drama, Horror, Sci-Fi"
The Device,Jeremy Berg,"Angela DiMarco, David S. Hogan, Kate Alden, Gabriel Congdon",2014,90 min,"Horror, Sci-Fi, Thriller"
Shark Hunter,Matt Codd,"Antonio Sabato Jr., Christian Toulali, Grand L. Bush, Heather Marie Marsden",2001,94 min,"Action, Adventure, Horror"
Hullabaloo,James Lopez,"Yuri Lowenthal, Mary Robinette Kowal, G.D. Falksen",,,"Animation, Action, Adventure"
LFO,Antonio Tublen,"Patrik Karlson, Izabella Jo Tschig, Per Löfberg, Ahnna Rasch",2013,94 min,"Drama, Sci-Fi"
Parasite Eve,Masayuki Ochiai,"Hiroshi Mikami, Riona Hazuki, Tomoko Nakajima, Ayako Omura",1997,120 min,"Drama, Horror, Romance"
After Death,Martin Gooch,"Claira Watson Parr, Ben Shockley, David Wayman, Nicola Goodchild",2012,92 min,"Comedy, Drama, Mystery"
The Day Mars Invaded Earth,Maury Dexter,"Kent Taylor, Marie Windsor, William Mims, Betty Beall",1962,70 min,Sci-Fi
Gangland,Art Camacho,"Costas Mandylor, Sasha Mitchell, Kathleen Kinmont, Vincent Klyn",2001,90 min,"Action, Sci-Fi"
Colonials,,"Laura Mitchell, Greg Kriek, Kamy D. Bruder, Bryce Xavier",,,Sci-Fi
Anna to the Infinite Power,Robert Wiemer,"Dina Merrill, Martha Byrne, Mark Patton, Donna Mitchell",1983,101 min,Sci-Fi
The Iceman Cometh,Clarence Yiu-leung Fok,"Maggie Cheung, Biao Yuen, Wah Yuen, Lai-Yui Lee",1989,114 min,"Action, Comedy, Romance"
Apocalypse Kiss,Christian Grillo,"D.C. Douglas, Carmela Hayslett, Tammy Jean, Tom Detrik",2014,101 min,Sci-Fi
American Cyborg: Steel Warrior,Boaz Davidson,"Joe Lara, Nicole Hansen, John Saint Ryan, Joseph Shiloach",1993,94 min,"Action, Sci-Fi"
Tobor the Great,Lee Sholem,"Charles Drake, Karin Booth, Billy Chapin, Taylor Holmes",1954,77 min,Sci-Fi
Kokey,Romy Suzara,"Carlo Aquino, Ani Pearl Alonzo, Mahal, Ricky Davao",1997,,"Adventure, Family, Fantasy"
Doroga k zvezdam,Pavel Klushantsev,"Georgi Solovyov, Leonid Khmara, Georgi Kulbush",1957,52 min,"Biography, Sci-Fi"
Dust of War,Andrew Kightlinger,"Tony Todd, Steven Luke, Bates Wilder, Jordan McFadden",2013,92 min,"Action, Sci-Fi"
Alien Showdown: The Day the Old West Stood Still,Rene Perez,"Robert Amstler, Nadia Lanfranconi, Anthony Sant'Anselmo, John J. Welsh",2013,80 min,"Action, Adventure, Horror"
Outlander,Ben Bolt,Jucilino Levis Albano,,,"Drama, Fantasy, Romance"
The Zohar Secret,Vladek Zankovsky,"Israel Sasha Demidov, Irina Barinova, Henry David, Roi Miron",2016,124 min,"Comedy, Drama, Sci-Fi"
Project Ithaca,Nicholas Humphries,"James Gallanders, Deragh Campbell, Daniel Fathers, Alex Woods",,,"Sci-Fi, Thriller"
A Blind Bargain,Wallace Worsley,"Lon Chaney, Raymond McKee, Virginia True Boardman, Fontaine La Rue",1922,57 min,"Drama, Horror, Mystery"
Stargirl,Nigel Cousins,"Heidi Parsons, Salvi De Sena, Harry Acton, Faye Chinery",2011,86 min,"Romance, Sci-Fi, Thriller"
Conceiving Ada,Lynn Hershman-Leeson,"Tilda Swinton, Francesca Faridany, Timothy Leary, Karen Black",1997,85 min,"Drama, Fantasy, Sci-Fi"
The Parasite Doctor Suzune: Genesis,Ryu Kaneda,"Motoki Fukami, Akari Hoshino, Yukijirô Hotaru, Megumi Kagurazaka",2011,72 min,"Sci-Fi, Thriller"
The Thirst,,,,,"Action, Sci-Fi, Thriller"
Mystery Monsters,Charles Band,"Ashley Tesoro, Tim Redwine, Daniel Hartley, Michael Dennis",1997,81 min,"Family, Fantasy, Sci-Fi"
Pokémon: Arceus and the Jewel of Life,Kunihiko Yuyama,"Sarah Natochenny, Michele Knotz, Emily Bauer, James Carter Cathcart",2009,95 min,"Animation, Action, Adventure"
Space Adventure Cobra,Osamu Dezaki,"Shigeru Matsuzaki, Akiko Nakamura, Toshiko Fujita, Yoshiko Sakakibara",1982,99 min,"Animation, Action, Fantasy"
Videodrome,Adam Berg,,,,"Horror, Mystery, Sci-Fi"
Forgotten Experiment,Aleksandr Boguslavskiy,"Milos Bikovic, Viktor Dobronravov",,,"Adventure, Sci-Fi, Thriller"
I Hate My Body,León Klimovsky,"Alexandra Bastedo, Narciso Ibáñez Menta, Gemma Cuervo, Manuel Zarzo",1974,97 min,"Drama, Horror, Sci-Fi"
Pandemic,Jason Connery,"Ray Wise, Graham McTavish, Peter Holden, Alesha Rucci",2009,91 min,"Drama, Sci-Fi, Thriller"
The Last Immortals,Jeffrey N. Albert,,2013,,Sci-Fi
Alternate Ground,Daniel Groom,"Zachariah Supka, Owen Myre, Paul Noonan, Ethan Boucher",,,"Drama, Mystery, Sci-Fi"
The Devil Commands,Edward Dmytryk,"Boris Karloff, Anne Revere, Amanda Duff, Richard Fiske",1941,65 min,"Horror, Sci-Fi"
Swarm of the Snakehead,"Frank Lama, Joel Denning","Jamie Linck O'Brien, Lisa Burdette, Maggie Denning, Timothy Stultz",2006,95 min,"Comedy, Horror, Sci-Fi"
Mobile Suit Gundam: The Origin I - Blue-Eyed Casval,Takashi Imanishi,"Mayumi Tanaka, Megumi Han, Jin Urayama, Banjô Ginga",2015,64 min,"Animation, Action, Drama"
The Epidemic,Nigel Hartwell,"Eric Roberts, Chris Owen, Kurt Angle, Larry Zerner",,95 min,"Action, Horror, Sci-Fi"
King Size,Juliusz Machulski,"Jacek Chmielnik, Jerzy Stuhr, Katarzyna Figura, Grzegorz Herominski",1988,105 min,"Adventure, Comedy, Fantasy"
Dos nacos en el planeta de las mujeres,Alberto Rojas,"Alberto Rojas, César Bono, Lorena Herrera, Jacaranda Alfaro",1991,,"Comedy, Fantasy, Sci-Fi"
Agent,Derek Ting,"Derek Ting, Marikah Cunningham, Eric Keitel, Olivia Hultgren",2017,80 min,"Action, Sci-Fi, Thriller"
Heavy Metal,,,,,"Animation, Action, Fantasy"
Lupin III: Legend of the Gold of Babylon,"Seijun Suzuki, Shigetsugu Yoshida","Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi, Makio Inoue",1985,100 min,"Animation, Action, Adventure"
Eternity,Alex Galvin,"Elliot Travers, Amy Tsang, Dean Knowsley, Liz Kirkman",2013,78 min,"Mystery, Sci-Fi"
The X Species,Neko Sparks,"Lieschen Pogue, Alan Pietruszewski, Clancy McLain, Sam Myerson",2018,90 min,"Mystery, Sci-Fi, Thriller"
Monsterpocalypse,Fede Alvarez,,,,"Action, Adventure, Comedy"
Zuma,Jun Raquiza,"Max Laurel, Snooky Serna, Mark Gil, Dang Cecilio",1985,141 min,"Action, Drama, Fantasy"
Future Lies,Nicholas Bushman,"Heath Carr, Amber Reign Smith, Tony Gibbons, Seth Hammond",2018,,"Sci-Fi, Thriller"
U.F.O.,Tony Dow,"Roy 'Chubby' Brown, Sara Stockbridge, Mandi Symonds, Roger Lloyd Pack",1993,79 min,"Comedy, Sci-Fi"
The Man Who Lived Again,Robert Stevenson,"Boris Karloff, Anna Lee, John Loder, Frank Cellier",1936,66 min,"Horror, Sci-Fi"
Revenge of the Zombies,Steve Sekely,"John Carradine, Gale Storm, Robert Lowery, Bob Steele",1943,61 min,"Adventure, Comedy, Horror"
The Big Game,Robert Day,"Stephen Boyd, France Nuyen, Ray Milland, Cameron Mitchell",1973,94 min,"Action, Adventure, Drama"
The Atomic Man,Ken Hughes,"Gene Nelson, Faith Domergue, Peter Arne, Joseph Tomelty",1955,76 min,Sci-Fi
The Monitors,Jack Shea,"Guy Stockwell, Susan Oliver, Larry Storch, Avery Schreiber",1969,92 min,"Comedy, Sci-Fi"
Thru the Moebius Strip,Glenn Chaika,"Jonathan Taylor Thomas, Chris Marquette, Mark Hamill, Michael Dorn",2005,87 min,"Animation, Adventure, Sci-Fi"
Queen of Atlantis,Georg Wilhelm Pabst,"Brigitte Helm, Heinz Klingenberg, Tela Tchaï, Gustav Diessl",1932,87 min,"Fantasy, Sci-Fi"
The Control,"Eric Schiller, Michael Stasko","Kyle Archibald, Paul Daniel Ayotte, Sharon Belle, Ted Bezaire",2018,94 min,"Mystery, Sci-Fi, Thriller"
Sharkman,Brian Meece,"Karolyn Arnold, Matt Lacy, Bob Oschack, Graham Timbes",2001,90 min,"Horror, Sci-Fi"
Orion,Asiel Norton,"David Arquette, Lily Cole, Goran Kostic, Terri Partyka",2015,110 min,"Action, Drama, Fantasy"
The Extraordinary Journey of Celeste Garcia,Arturo Infante,"María Isabel Díaz Lago, Omar Franco, Néstor Jiménez, Yerlín Pérez",2018,,"Comedy, Sci-Fi"
Psychic School Wars,Ryôsuke Nakamura,"Yûtarô Honjô, Mayu Watanabe, Kana Hanazawa, Daisuke Ono",2012,107 min,"Animation, Romance, Sci-Fi"
Night of the Zombies,Joel M. Reed,"Jamie Gillis, Ryan Hilliard, Ron Armstrong, Shoshana Ascher",1981,88 min,"Horror, Sci-Fi"
Virus X,Ryan Stevens Harris,"Jai Day, Domiziano Arcangeli, Joe Zaso, Dylan Vox",2010,85 min,"Horror, Sci-Fi"
LA Apocalypse,Michael J. Sarna,"David Cade, Gina Holden, Christopher Judge, Kamar de los Reyes",2015,80 min,"Action, Sci-Fi, Thriller"
The Atlantis Gene,,,,,Sci-Fi
War Between the Planets,Antonio Margheriti,"Giacomo Rossi Stuart, Ombretta Colli, Enzo Fiermonte, Halina Zalewska",1966,80 min,Sci-Fi
Doraemon the Movie: Nobita's Dinosaur,Ayumu Watanabe,"Gekidan Hitori, Yumi Kakazu, Ryûnosuke Kamiki, Subaru Kimura",2006,107 min,"Animation, Adventure, Comedy"
Returned,Lamont Gant,"Jorden Anderson, Anthony Brown, Robin Brown, Michael Casey",2015,90 min,Sci-Fi
Simple Creature,Andrew Finnigan,"Russell Hodgkinson, Carollani Sandberg, Rich Morris, Alycia Delmore",2016,92 min,"Sci-Fi, Thriller"
Toxic Lullaby,Ralf Kemper,"Samantha Richter, Eva Balkenhol, Noah Hunter, Yvo René Scharf",2010,92 min,"Action, Horror, Sci-Fi"
Untitled Daniels Project,"Dan Kwan, Daniel Scheinert",,,,Sci-Fi
Deep Freeze,John Carl Buechler,"Allen Lee Haff, Götz Otto, Alexandra Kamp, Karen Nieci",2002,80 min,"Action, Adventure, Comedy"
Christmas on Mars,"Wayne Coyne, Bradley Beesley, George Salisbury","Steven Drozd, Wayne Coyne, Steve Burns, Fred Armisen",2008,83 min,"Music, Sci-Fi"
Evil Bong 3: The Wrath of Bong,Charles Band,"Irwin Keyes, Christina DeRosa, Amy Paffrath, Robin Sydney",2011,87 min,"Comedy, Horror, Sci-Fi"
Code Geass: Akito the Exiled Final - To Beloved Ones,Kazuki Akane,"Yuri Lowenthal, Kate Higgins, Dawn Michelle Bennett, Johnny Yong Bosch",2016,60 min,"Animation, Action, Sci-Fi"
Madrigal,Fernando Pérez,"Carlos Enrique Almirante, Liety Chaviano, Ana de Armas, Luis Alberto García",2007,112 min,Sci-Fi
The Dead Undead,"Matthew R. Anderson, Edward Conna","Luke Goss, Matthew R. Anderson, Spice Williams-Crosby, Luke LaFontaine",2010,90 min,"Action, Horror, Sci-Fi"
Savage,Jordan Blum,"Martin Kove, Tony Becker, Lisa Wilcox, Anna Enger Ritch",2011,86 min,"Horror, Sci-Fi, Thriller"
The Jade Mask,Phil Rosen,"Sidney Toler, Mantan Moreland, Edwin Luke, Hardie Albright",1945,66 min,"Horror, Mystery, Sci-Fi"
Time Will Tell,Tonnie Dinjens,"Louisa Connolly-Burnham, Mark Fleischmann, Miranda Wilson, McKell David",2018,79 min,"Drama, Sci-Fi, Thriller"
Darkside Blues,Nobuyasu Furukawa,"Akio Ôtsuka, Hideyuki Hori, Kotono Mitsuishi, Kôichi Yamadera",1994,83 min,"Animation, Horror, Mystery"
The Green Hornet Strikes Again!,"Ford Beebe, John Rawlins","Warren Hull, Wade Boteler, Anne Nagel, Keye Luke",1940,293 min,"Action, Adventure, Crime"
Flying Virus,Jeff Hare,"Gabrielle Anwar, Craig Sheffer, Rutger Hauer, Duncan Regehr",2001,100 min,"Action, Horror, Sci-Fi"
Mirrors,Michael Wellenreiter,"Jonathan Fitzgerald, Sarah Grace Lee, Jerry Rudasill, Michael D. Robinson II",2018,90 min,"Sci-Fi, Thriller"
Superstrata,Serge Levin,"Paz de la Huerta, Jim Meskimen, Robert F. Lyons, Alex Veadov",,,"Sci-Fi, Thriller"
Rana: The Legend of Shadow Lake,Bill Rebane,"Paul Callaway, Richard Lange, Glenn Scherer, Brad Ellingson",1981,96 min,"Adventure, Comedy, Horror"
All Earthly Constraints,Ryan M. Moore,"Bre Mueck, Matthew Luret, Daniel Robaire, Karl Hamann",,90 min,"Comedy, Drama, Sci-Fi"
Dead or Alive: Final,Takashi Miike,"Shô Aikawa, Maria Chen, Richard Chen, Jason Chu",2002,89 min,"Comedy, Crime, Drama"
Future Kick,Damian Klaus,"Don Wilson, Meg Foster, Chris Penn, Eb Lottimer",1991,76 min,"Action, Sci-Fi"
Robot Sound,Ho-jae Lee,"Erik Brown, Soo-bin Chae, Dean Dawson, Lee Hanee",2016,117 min,Sci-Fi
Metro 2033,,,,,Sci-Fi
Glia,Richard Faria,"Adrian Paul, Fady Elsayed, Arnas Fedaravicius, Bobby Lockwood",,,"Action, Drama, Sci-Fi"
The Secret Adventures of Tom Thumb,Dave Borthwick,"Nick Upton, Deborah Collard, Frank Passingham, John Schofield",1993,60 min,"Animation, Adventure, Sci-Fi"
Stairs,Tom Paton,"Simon Meacock, Bentley Kalu, Rachel Warren, Shayne Ward",,,"Action, Horror, Sci-Fi"
Come True,Anthony Scott Burns,"Skylar Radzion, Landon Liboiron, Julia Sarah Stone, Tiffany Helm",,,"Horror, Sci-Fi"
The Aztec Mummy Against the Humanoid Robot,Rafael Portillo,"Ramón Gay, Rosita Arenas, Crox Alvarado, Luis Aceves Castañeda",1958,65 min,"Adventure, Horror, Sci-Fi"
