movie,directors,stars,year,runtime,genres
Red Blooded American Girl,David Blyth,"Andrew Stevens, Heather Thomas, Christopher Plummer, Kim Coates",1990,89 min,"Comedy, Horror, Sci-Fi"
Patch Town,Craig Goodwill,"Zoie Palmer, Julian Richings, Rob Ramsay, Suresh John",2014,85 min,"Adventure, Comedy, Fantasy"
Sammy's Super T-Shirt,Jeremy Summers,"Reggie Winch, Lawrie Mark, David Young, Keith Jayne",1978,58 min,"Family, Sci-Fi"
Space Firebird,Taku Sugiyama,"Kaneto Shiozawa, Keiko Takeshita, Hiroshi Ôtake, Katsue Miwa",1980,122 min,"Animation, Adventure, Drama"
Zero: Dawn of the Darklighters,William Wall,"Doug Jones, Marc McClure, Caroline Amiguet, Mark Atkinson",,,Sci-Fi
Tidal Wave,"Shirô Moritani, Andrew Mayer","Lorne Greene, Keiju Kobayashi, Rhonda Leigh Hopkins, Hiroshi Fujioka",1973,82 min,"Thriller, Sci-Fi, Drama"
Liquid Dreams,Mark Manos,"Candice Daly, John Doe, Mark Manos, Karen Dahl",1991,92 min,"Sci-Fi, Thriller"
InAlienable,Robert Dyke,"Richard Hatch, Jett Patrick, Priscilla Garita, Courtney Peldon",2007,106 min,Sci-Fi
The Sighting,"David Blair, Adam Pitman","Kent Harper, Gill Gayle, Adam Pitman, Nathaniel Peterson",2016,98 min,"Horror, Sci-Fi, Thriller"
Possibility of an Island,Michel Houellebecq,"Benoît Magimel, Patrick Bauchau, Jordi Dauder, Jean-Pierre Malo",2008,95 min,"Drama, Sci-Fi"
Dark Space,Emmett Callinan,"Keith Reay, Steve West, Alana Dietze, Tonya Kay",2013,91 min,Sci-Fi
The Rat Savior,Krsto Papic,"Ivica Vidovic, Mirjana Majurec, Relja Basic, Fabijan Sovagovic",1976,80 min,"Horror, Sci-Fi"
Final,Campbell Scott,"Denis Leary, Hope Davis, J.C. MacKenzie, Jim Gaffigan",2001,111 min,"Sci-Fi, Drama, Thriller"
Samson,Francis Lawrence,,,,"Adventure, Drama, Sci-Fi"
Code Geass: Lelouch of the Rebellion - Emperor,Gorô Taniguchi,"Jun Fukuyama, Ami Koshimizu, Kaori Nazuka, Yukana Nogami",2018,120 min,"Animation, Action, Sci-Fi"
27 Down,John Depew,"Curt Fennell, Kyle Andrews, Brett Leigh, T.J. Horgan",2009,116 min,"Drama, Sci-Fi"
Thread,Alexander Voulgaris,"Sofia Kokkali, Vangelis Loukissas, Daphne Patakia, Giorgos Karpathakis",2016,94 min,"Drama, Sci-Fi"
The Wizard of Mars,David L. Hewitt,"John Carradine, Roger Gentry, Vic McGee, Jerry Rannow",1965,78 min,"Fantasy, Horror, Sci-Fi"
Kamikaze,Didier Grousset,"Richard Bohringer, Michel Galabru, Dominique Lavanant, Romane Bohringer",1986,90 min,"Sci-Fi, Thriller"
Earthrise,Glenn Payne,"Todd Barnett, Meaghin Burke, Jennifer Hamilton Collins, Casey Dillard",2014,90 min,"Drama, Sci-Fi, Thriller"
Man Beast,Jerry Warren,"Rock Madison, Asa Maynor, George Skaff, Tom Maruzzi",1956,67 min,"Horror, Sci-Fi"
Space Marines,John Weidner,"Billy Wirth, Cady Huffman, John Pyper-Ferguson, Edward Albert",1996,95 min,"Action, Sci-Fi"
One Piece: Karakuri Castle's Mecha Giant Soldier,Kônosuke Uda,"Takeshi Aono, Hiroaki Hirata, Kazue Ikura, Gorô Inagaki",2006,94 min,"Animation, Action, Comedy"
Dr. Sex,Ted V. Mikels,"Victor Izay, Julia Calda, Max Joseph, Paula Angelos",1964,63 min,"Comedy, Sci-Fi"
The Man They Could Not Hang,Nick Grinde,"Boris Karloff, Lorna Gray, Robert Wilcox, Roger Pryor",1939,64 min,"Crime, Horror, Sci-Fi"
Specter,Jordan Graham,"Corey Ankele, Kaitlin Ankele, Adrian Cavlan, Michael Daniel",2012,81 min,"Horror, Sci-Fi, Thriller"
The Ship of Monsters,Rogelio A. González,"Eulalio González, Ana Bertha Lepe, Lorena Velázquez, Consuelo Frank",1960,81 min,"Comedy, Sci-Fi, Horror"
Cyborg 009: Call of Justice I,"Kôdai Kakimoto, Kenji Kamiyama","Keisuke Komoto, Risa Taneda, Misato Fukuen, Takuya Sato",2016,100 min,"Animation, Action, Sci-Fi"
Mega Monster Battle: Ultra Galaxy Legends - The Movie,"Koichi Sakamoto, William Winckler","Shôta Minami, Susumu Kurobe, Kôji Moritsugu, Hiroyuki Konishi",2009,96 min,"Action, Adventure, Family"
Restoration,Stuart Willis,"Craig McLachlan, Grant Cartwright, Stephen Carracher, Nadia Townsend",2016,50 min,"Sci-Fi, Thriller"
Allegro,Christoffer Boe,"Ulrich Thomsen, Helena Christensen, Henning Moritzen, Niels Skousen",2005,88 min,"Drama, Romance, Sci-Fi"
The Zero Years,Nikos Nikolaidis,"Vicky Harris, Jenny Kitseli, Arhontissa Mavrakaki, Eftyhia Yakoumi",2005,123 min,"Drama, Sci-Fi"
Return to the Lost World,Timothy Bond,"John Rhys-Davies, David Warner, Eric McCormack, Nathania Stanford",1992,94 min,"Adventure, Sci-Fi"
Welcome to Blood City,Peter Sasdy,"Jack Palance, Keir Dullea, Samantha Eggar, Barry Morse",1977,96 min,"Drama, Mystery, Sci-Fi"
Supergirl V: Deadly Seduction,"Jonathan Rios, Marc Walton","Kaycee Anne, Linda Hines, Marc Walton",2015,59 min,"Action, Sci-Fi"
Project E.1337: ALPHA,Jason L. Wang,"Shelby Brunn, Michael Vitovich, Stefanie Barber, Carmen Gangale",2018,70 min,"Action, Drama, Sci-Fi"
Malevil,Christian de Chalonge,"Michel Serrault, Jacques Dutronc, Jacques Villeret, Robert Dhéry",1981,120 min,"Drama, Sci-Fi"
Bane,James Eaves,"Sophia Dawnay, Lisa Devlin, Tina Barnes, Sylvia Robson",2008,120 min,"Horror, Sci-Fi"
The Apocalypse,Hubert de La Bouillerie,"Sandra Bernhard, Cameron Dye, Frank Zagarino, Michelle Anne Johnson",1997,96 min,"Action, Sci-Fi"
Dogra Magra,Toshio Matsumoto,"Yôji Matsuda, Shijaku Katsura, Hideo Murota, Eri Misawa",1988,109 min,"Horror, Mystery, Sci-Fi"
Motel Mist,Prabda Yoon,"Prapamonton Eiamchan, Vasuphon Kriangprapakit, Wissanu Likitsathaporn, Surapol Poonpiriya",2016,115 min,"Sci-Fi, Thriller"
Doraemon the Movie: Nobita and the Green Giant Legend,Ayumu Watanabe,"Wasabi Mizuta, Megumi Ohara, Yumi Kakazu, Subaru Kimura",2008,112 min,"Animation, Adventure, Comedy"
Silent Möbius,"Kazuo Tomisawa, Michitaka Kikuchi","Naoko Matsui, Toshiko Fujita, Gara Takashima, Hiromi Tsuru",1991,50 min,"Animation, Action, Drama"
Gamera vs. Gyaos,Noriaki Yuasa,"Kôjirô Hongô, Kichijirô Ueda, Reiko Kasahara, Naoyuki Abe",1967,87 min,"Action, Adventure, Family"
Shrapnel,,,,,"Action, Sci-Fi"
Odin,"Takeshi Shirato, Eiichi Yamamoto, Toshio Masuda","Toshio Furukawa, Edward Glen, Keiko Han, Stacey Gregg",1985,139 min,"Animation, Sci-Fi"
Yakuza Weapon,"Tak Sakaguchi, Yudai Yamaguchi","Tomori Abe, Dennis Gunn, Cay Izumi, Shinji Kasahara",2011,105 min,"Action, Sci-Fi"
Mindkiller,Michael Krueger,"Joe McDonald, Wade Kelley, Shirley Ross, Kevin Hart",1987,84 min,"Horror, Sci-Fi"
T-Force,Richard Pepin,"Jack Scalia, Evan Lurie, Erin Gray, Bobby Johnston",1994,105 min,"Action, Sci-Fi"
Teenage Monster,Jacques R. Marquette,"Anne Gwynne, Stuart Wade, Gloria Castillo, Chuck Courtney",1958,65 min,"Horror, Sci-Fi, Western"
2103: The Deadly Wake,Philip Jackson,"Malcolm McDowell, Michael Paré, Heidi von Palleske, Mackenzie Gray",1997,100 min,"Drama, Sci-Fi, Thriller"
Voyager from the Unknown,"Winrich Kolbe, James D. Parriott","Jon-Erik Hexum, Meeno Peluce, Suzanne Barnes, Ed Begley Jr.",1982,91 min,"Family, Fantasy, Sci-Fi"
Robo Warriors,Ian Barry,"James Remar, Kyle Howard, James Tolkan, James Lew",1996,93 min,"Action, Adventure, Sci-Fi"
Boy Makes Girl,,"Paul Dooley, Mark Elias, Billy Hartmann, Jeffrey Marshall",2019,,Sci-Fi
11 A.M.,Hyun-seok Kim,"Jae-yeong Jeong, Ok-bin Kim, Daniel Choi, Dae-yeon Lee",2013,99 min,"Sci-Fi, Thriller"
The Moment After II: The Awakening,Wes Llewellyn,"John Gilbert, David A.R. White, Kevin Downes, Asad Farr",2006,93 min,"Drama, Sci-Fi, Thriller"
Beyond the Universe,Robert Emenegger,"David Ladd, Jacqueline Ray, Christopher Cary, John Dewey Carter",1981,93 min,Sci-Fi
Curse of Snakes Valley,Marek Piestrak,"Krzysztof Kolberger, Roman Wilhelmi, Ewa Salacka, Zbigniew Lesien",1988,99 min,"Adventure, Sci-Fi"
The Singularity Is Near,"Anthony Waller, Toshi Hoo, Raymond Kurzweil","Pauley Perrette, Raymond Kurzweil, Anthony Robbins, Alan M. Dershowitz",2010,79 min,"Documentary, Drama, Sci-Fi"
Altergeist,Tedi Sarafian,"Kristina Anapau, Mark Hapka, David Weidoff, Linsey Godfrey",2014,91 min,"Horror, Sci-Fi, Thriller"
Mobile Suit Gundam 00: A Wakening of the Trailblazer,Seiji Mizushima,"Mamoru Miyano, Shin'ichirô Miki, Hiroyuki Yoshino, Hiroshi Kamiya",2010,121 min,"Animation, Action, Adventure"
2177: The San Francisco Love Hacker Crimes,Jose Figueroa,"Sean Patrick Flanery, Dominique Swain, Miracle Laurie, Shane Coffey",,98 min,Sci-Fi
A Wish for Giants,Don Swanson,"Naysa Altmeyer, Alexa Mechling, Connor McClain, J.P. Edwards",2018,78 min,"Action, Drama, Fantasy"
Final Flesh,Ike Sanders,"Melvin, Yvonne, Kesha",2009,71 min,"Comedy, Sci-Fi"
Things to Come,Derek Todd,"Jim Curtis, Barbara Fisk, Neil Fletcher, Scarlet Huey",1976,,Sci-Fi
Doraemon: Nobita and the Steel Troops,Tsutomu Shibayama,"Nobuyo Ôyama, Noriko Ohara, Michiko Nomura, Kaneta Kimotsuki",1986,97 min,"Animation, Adventure, Family"
Without Ward,Cory Cataldo,"Jillian Barberie, James Curreri, James Duval, Alexis Dziena",2017,,"Drama, Romance, Sci-Fi"
Cargo,Arati Kadav,"Shweta Tripathi, Vikrant Massey, Nandu Madhav",,105 min,"Fantasy, Sci-Fi"
Analog,Chad Stahelski,,,,"Action, Sci-Fi, Thriller"
Strange Blood,Chad Michael Ward,"Robert Brettenaugh, Alexandra Bard, James Adam Lim, Scott Harders",2015,80 min,"Horror, Sci-Fi"
Alien Strain,"Robert Benavides Jr., Andy Palmer","Michael Finn, Laura Gordon, Michael Phenicie, Rolf Saxon",2014,82 min,"Horror, Sci-Fi, Thriller"
