movie,directors,stars,year,runtime,genres
Escape ,John Llewellyn Moxey,"Christopher George, William Windom, Avery Schreiber, John Vernon, Gloria Grahame",1971, 1h 13m,"TV Movie, Science Fiction, Thriller"
Agent 505 - Death Trap Beirut ,Manfred R. Köhler,"Frederick Stafford, Geneviève Cluny, Chris Howland, Harald Leipnitz, Gisella Arden",1966, 1h 33m,"Action, Crime, Science Fiction, Thriller"
Loft ,Eckhart Schmidt,"Andreas Jung, Rebecca Winter, Ralph Schicha, Karl-Heinz von Liebezeit, Catarina Raacke",1985, 1h 21m,"Science Fiction, Drama, Thriller, Horror"
Death in Arizona ,Tin Dirdamal,"Tin Dirdamal, Christina Haglund, Jon Proudstar",2014, 1h 17m,"Documentary, Science Fiction, Drama"
Koi... Mil Gaya ,Rakesh Roshan,"Preity Zinta, Rekha, Hrithik Roshan, Prem Chopra, Johnny Lever",2003, 2h 51m,"Drama, Action, Science Fiction"
Threads of Destiny ,Rasmus Tirzitis,"Patrik Hont, Carolina Neurath, Karl Lindqvist, Andreas Rylander, Pale Olofsson",2014, 1h 50m,"Science Fiction, Action, Fantasy, Adventure"
The Living Dead at Manchester Morgue ,Jorge Grau,"Cristina Galbó, Ray Lovelock, Arthur Kennedy, Aldo Massasso, Giorgio Trestini",1974, 1h 35m,"Science Fiction, Horror"
Caterpillar ,Shozin Fukui,,1988, 0h 33m,"Science Fiction, Mystery, Fantasy"
Alien Abduction ,Matty Beckerman,"Katherine Sigimund, Corey Eid, Riley Polanski, Jillian Clare, Jeff Bowser",2014, 1h 25m,"Horror, Science Fiction, Thriller"
The Naturalist ,Connor Hurley,"Walker Hare, Alena Chinault, Stephen Sheffer, Carlton Tanis, Joshua Bolton",2013, 0h 12m,"Drama, Romance, Science Fiction"
Programmed to Kill ,Allan Holzman,"Robert Ginty, Sandahl Bergman, Alex Courtney, Paul Walker, James Booth",1987, 1h 31m,"Horror, Action, Science Fiction"
I Was a Sputnik of the Sun ,Viktor Morgenstern,"Pavel Makhotin, Georgiy Shamshurin, Vladimir Yemelyanov, Georgiy Vitsin, Pavel Samarin",1959, 1h 6m,"Drama, Science Fiction"
Mr. Destiny ,James Orr,"James Belushi, Michael Caine, Linda Hamilton, Jon Lovitz, Rene Russo",1990, 1h 50m,"Fantasy, Comedy, Science Fiction, Romance"
Lovers Beyond Time ,Dimitris Panayiotatos,"Benoit Roussel, Christine Skaza, Takis Moschos, Nantia Deliyanni, Arto Apartian",1990, 1h 25m,"Science Fiction, Thriller, Romance"
Phantasm: Ravager ,David Hartman,"Reggie Bannister, A. Michael Baldwin, Angus Scrimm, Dawn Cody, Bill Thornbury",2016, 1h 27m,"Science Fiction, Fantasy, Horror"
Project Moon Base ,Richard Talmadge,"Donna Martell, Hayden Rorke, Ross Ford, Larry Johns, Herb Jacobs",1953, 1h 3m,Science Fiction
Flaming Ears ,"Ursula Puerrer, A. Hans Scheirl, Dietmar Schipek",,1992, 1h 24m,"Science Fiction, Fantasy"
Kamen Rider Amazon ,Issaku Uchida,"Tōru Okazaki, Akiji Kobayashi, Yōji Matsuda, Mariko Matsuoka, Ryūji Saikachi",1975, 0h 24m,"Horror, Action, Adventure, Science Fiction"
Closer to God ,Billy Senese,"Jeremy Childs, Shelean Newman, Shannon Hoppe, Shannon Hoppe, Isaac Disney",2014, 1h 21m,"Horror, Science Fiction, Thriller"
Kamen Rider Gaim the Movie: The Great Soccer Match! The Golden Fruit Cup! ,Osamu Kaneda,"Gaku Sano, Yutaka Kobayashi, Mahiro Takasugi, Yūmi Shida, Yûki Kubota",2014, -,"Action, Adventure, Science Fiction"
Ejecta ,"Matt Wiele, Chad Archibald","Julian Richings, Lisa Houle, Adam Seybold, Mark Gibson, Justin Darmanin",2014, 1h 22m,Science Fiction
X: The Unknown ,"Leslie Norman, Joseph Losey","Dean Jagger, Leo McKern, William Lucas, Edward Chapman, John Harvey",1956, 1h 21m,"Horror, Science Fiction, Mystery"
Blue Season ,"Georgina Higgins, Lee Jones","Daisy Ridley, Kenneth Jay",2013, 0h 5m,Science Fiction
Profesor Zazul ,"Jerzy Stawicki, Marek Nowicki","Piotr Kurowski, Stanisław Milski",1968, 0h 22m,"TV Movie, Science Fiction"
Pockets ,"Dan Kwan, Daniel Scheinert","Billy Chew, Joyce Kim, Daniel Scheinert, Jonathan Wang",2012, 0h 3m,"Fantasy, Science Fiction"
Pacific Rim: Uprising ,Steven S. DeKnight,"John Boyega, Scott Eastwood, Cailee Spaeny, Jing Tian, Rinko Kikuchi",2018, 1h 51m,"Action, Fantasy, Science Fiction, Adventure"
Batman Beyond ,"Darwyn Cooke, Bruce Timm","Will Friedle, Kevin Conroy",2014, 0h 2m,"Action, Animation, Science Fiction, TV Movie"
Attack of the Crab Monsters ,Roger Corman,"Richard Garland, Pamela Duncan, Russell Johnson, Leslie Bradley, Mel Welles",1957, 1h 2m,"Horror, Science Fiction"
Invisible Avenger ,Motoyoshi Oda,"Seizaburô Kawazu, Miki Sanjo, Minoru Takada, Yoshio Tsuchiya, Sonosuke Sawamura",1954, 1h 10m,"Science Fiction, Thriller, Mystery"
Psychic Wars ,"Tamio Hosoda, Tetsuo Imazawa, John Wolskel","Hideyuki Tanaka, Hiromi Tsuru, Shigeru Chiba, Junko Hagimori, Daisuke Gouri",1991, 1h 0m,"Animation, Fantasy, Science Fiction"
Gaiking II ,Tomoharu Katsumata,,2011, 2h 0m,"Action, Science Fiction"
Megaforce ,Hal Needham,"Barry Bostwick, Michael Beck, Persis Khambatta, Henry Silva, George Furth",1982, 1h 39m,"Adventure, Action, Science Fiction"
America 3000 ,David Engelbach,"Chuck Wagner, Laurene Landon, William Wallace, Sue Giosa, Victoria Barrett",1986, 1h 24m,"Action, Adventure, Science Fiction"
Nick Fury: Agent of S.H.I.E.L.D. ,Rod Hardy,"David Hasselhoff, Lisa Rinna, Sandra Hess, Neil Roberts, Garry Chalk",1998, 2h 0m,"Science Fiction, Action, TV Movie"
Snakehead Swamp ,Don E. FauntLeRoy,"Ayla Kell, Antonio Fargas, Terri Garber, Ross Britz, Sloane Coe",2014, 1h 26m,"Horror, Science Fiction"
Portal: Survive! ,"Colin McGuire, Connor McGuire","Monique Blanchard, Bradley Mixon",2013, 0h 7m,"Action, Science Fiction"
Sakura Wars: The Movie ,Mitsuru Hongo,"Kumiko Nishihara, Michie Tomizawa, Mayumi Tanaka, Kazue Ikura, Yuriko Fuchizaki",2001, 1h 25m,"Action, Animation, Comedy, Science Fiction"
The Portal ,Jonathan Williams,"Tahmoh Penikett, Erin Karpluk, Penelope Corrin, Penelope Corrin, Penelope Corrin",2014, 0h 11m,"Science Fiction, Comedy, Fantasy"
Ghost in the Shell Arise - Border 4: Ghost Stands Alone ,"Susumu Kudou, Kazuchika Kise","Maaya Sakamoto, Ikkyuu Juku, Kenichirou Matsuda, Aya Hisakawa, Kazuya Nakai",2014, 0h 59m,"Action, Animation, Science Fiction, Crime"
REALITi ,Jonathan King,"Erin Banks, William Brandt, Michelle Langstone, Nathaniel Lees, Miranda Manasiadis",2014, 1h 35m,Science Fiction
Show Pieces ,Mitch Jenkins,"Darrell D'Silva, Siobhan Hewlett, Robert Goodman, Andrew Buckley",2014, 1h 11m,"Science Fiction, Thriller, Horror"
Perfect: Android Rising ,Chris R. Notarile,"Roberto Lombardi, Samantha Talbott, Kasey Williams, Rick Zahn, Hector De La Rosa",2013, 1h 25m,"Drama, Science Fiction"
Star Trek Evolutions ,Tim King,Leonard Nimoy,2009, 1h 15m,"Documentary, Science Fiction"
Traukinys į Bulzibarą ,Algirdas Araminas,"Maitas Agu, Donatas Katkus, Edvardas Kunavičius, Indrė Alimaitė, Jurgita Benedytė",1986, -,"Family, Science Fiction"
Murder by Television ,Clifford Sanforth,"Bela Lugosi, June Collyer, Huntley Gordon, George Meeker, Charles Hill Mailes",1935, 0h 53m,"Thriller, Drama, Mystery, Horror, Science Fiction"
Aelita: Queen of Mars ,Yakov Protazanov,"Yuliya Solntseva, Igor Ilyinsky, Nikolai Tsereteli, Nikolai Tsereteli, Nikolai Batalov",1924, 2h 0m,"Science Fiction, Adventure, Drama, Fantasy"
Entangled ,Tony Elliott,"Aaron Abrams, Joey Klein, Tennille Read, Christine Horne",2014, 0h 15m,"Science Fiction, Drama"
Chopping Mall ,Jim Wynorski,"Kelli Maroney, Tony O'Dell, Barbara Crampton, Russell Todd, Karrie Emerson",1986, 1h 17m,"Horror, Science Fiction"
Face of Terror ,"William J. Hole Jr., Isidoro M. Ferry","Lisa Gaye, Fernando Rey, Virgílio Teixeira, Gérard Tichy, Carlos Casaravilla",1962, 1h 23m,"Horror, Science Fiction, Thriller"
In the Dust of the Stars ,Gottfried Kolditz,"Zephi Alșec, Violeta Andrei, Milan Beli, Ștefan Mihăilescu-Brăila, Jana Brejchová",1976, 1h 38m,Science Fiction
The Hive ,David Yarovesky,"Kathryn Prescott, Gabriel Basso, Sean Gunn, Jacob Zachar, Aurelia Scheppers",2015, 1h 29m,"Horror, Science Fiction, Thriller"
Tim May Presents Reptile ,Samuel McAuley,"Samuel McAuley, Ben McAuley, Paul McAuley, Julie McAuley, Levi Peretic",2014, 1h 42m,"Adventure, Comedy, Fantasy, Horror, Science Fiction"
Los olvidados ,Manuel León Caballero,"Saida Fuentes, Jose Manuel Trujillo, Cristina Piñero, Jonás Domínguez, José Luis de Madariaga",2014, -,"Drama, Fantasy, Horror, Mystery, Science Fiction, Thriller"
Demon Resurrection ,William Hopkins,"Alexis Golightly, Laurie Miller, Bashir Solebo, Damian Ladd, Will McDonald",2008, 1h 30m,"Fantasy, Horror, Science Fiction, Thriller"
The Impossible Voyage ,Georges Méliès,"Georges Méliès, Fernande Albeny, Jeanne d'Alcy, May de Lavergne",1904, 0h 20m,"Adventure, Comedy, Fantasy, Science Fiction"
Cholera ,Aritz Moreno,"Luis Tosar, Paco Sagárzazu, Ander Pardo, Irati Azcuna Pascual",2013, 0h 6m,"Horror, Drama, Thriller, Science Fiction"
Terminus ,Marc Furmie,"Jai Koutrae, Kendra Appleton, Todd Lascane, Bren Foster, Brendan Clearkin",2015, 1h 34m,"Science Fiction, Thriller, Fantasy"
The Two Faces of Dr. Jekyll ,Terence Fisher,"Paul Massie, Dawn Addams, Christopher Lee, David Kossoff, Norma Marla",1960, 1h 28m,"Horror, Science Fiction, Romance"
They Will Not Age ,Malay Javier,"Kean Cipriano, Ketchup Eusebio, Mara Lopez, Dawn Jimenez, Ian Lomongo",2014, -,"Science Fiction, Comedy, Drama"
Journey to the Moon ,Hamada Abdel Wahab,"Rushdy Abaza, Souad Tharwat, Edmond Tuima, Ismail Yasseen, Ibrahim Younis",1959, 1h 30m,"Science Fiction, Comedy"
Power Rangers Super Megaforce: The Legendary Battle ,"Charlie Haskell, Koichi Sakamoto","Andrew M. Gray, Ciara Hanna, Christina Masterson, John Mark Loudermilk, Azim Rizk",2015, 0h 55m,"Action, Adventure, Science Fiction"
Voogie's Angel ,"Aoi Takeuchi, Masami Ôbari","Aya Hisakawa, Kikuko Inoue, Kotono Mitsuishi, Shiho Kikuchi, Akira Ishida",1997, 0h 30m,Science Fiction
Stryker ,Cirio H. Santiago,"Steve Sandor, Andrea Savio, Mike Lane, William Ostrander, Julie Gray",1983, 1h 26m,"Action, Science Fiction"
Ressha Sentai ToQger vs. Kyoryuger: The Movie ,Katsuya Watanabe,"Jun Shison, Jin Hiramaki, Riria, Ryusei Yokohama, Ai Moritaka",2015, -,"Science Fiction, Action, Adventure"
Fire Maidens of Outer Space ,Cy Roth,"Anthony Dexter, Susan Shaw, Paul Carpenter, Jacqueline Curtis, Harry Fowler",1956, 1h 20m,Science Fiction
Test Tube Teens from the Year 2000 ,David DeCoteau,"Morgan Fairchild, Ian Abercrombie, Brian Bremer, Christopher Wolf, Sara Suzanne Brown",1994, 1h 14m,"Science Fiction, Comedy"
Soultaker ,Michael Rissi,"Joe Estevez, Vivian Schilling, Gregg Thomsen, Robert Z'Dar, David 'Shark' Fralick",1990, 1h 34m,"Fantasy, Horror, Science Fiction"
Casshan: Robot Hunter ,Takashi Watanabe,"Kenji Utsumi, Takeshi Kusao, Yumi Touma",1993, 1h 41m,"Action, Animation, Science Fiction"
Time Trip App ,Toshio Lee,"Hiroshi Tamaki, Satomi Ishihara, Tokio Emoto, Haruna Kawaguchi, Yudai Chiba",2014, 1h 48m,"Science Fiction, Drama"
Lake Eerie ,Chris Majors,"Lance Henriksen, Marilyn Ghigliotti, Betsy Baker, Al Snow, Meredith Majors",2016, 1h 44m,"Thriller, Horror, Science Fiction"
Frankenstein 1970 ,Howard W. Koch,"Boris Karloff, Tom Duggan, Jana Lund, Don Barry, Charlotte Austin",1958, 1h 23m,"Horror, Science Fiction"
Into Infinity ,Charles Crichton,"Ed Bishop, Brian Blessed, Joanna Dunham, Don Fellows, Martin Ley",1975, 0h 52m,Science Fiction
Brain 17 ,Michael Part,,1982, -,"Family, Science Fiction, Action, TV Movie"
Under Electric Clouds ,Alexey German Jr.,"Louis Franck, Merab Ninidze, Viktoriya Korotkova, Chulpan Khamatova, Viktor Bugakov",2015, 2h 17m,"Drama, Science Fiction"
Spores ,Maksim Dyachuk,"Elena Sherbakova, Leonid Gusarov, Vladimir Kokin, Oleg Burlakov, Valery Kuzmenko",2011, 1h 12m,"Thriller, Science Fiction"
Malice in Wonderland ,Simon Fellows,"Maggie Grace, Danny Dyer, Matt King, Nathaniel Parker, Bronagh Gallagher",2009, 1h 27m,"Fantasy, Drama, Action, Thriller, Crime, Science Fiction, Romance"
We Were Not Made For This World ,Colin West McDonald,"Mark Stampley, Tina Matthews",2014, 0h 3m,Science Fiction
Druckbolzen ,Benni Diez,"Benjamin Biehn, Erfan Al-Madani, Claudius Urban",2003, 0h 9m,"Mystery, Science Fiction"
Butterfly ,Marco Berger,"Ailín Salas, Javier De Pietro, Julián Infantino, Malena Villa, Justo Calabria",2015, 1h 43m,"Science Fiction, Drama, Fantasy, Romance"
Dark Minions ,Ross Shuman,,2013, 0h 25m,"Science Fiction, Animation, Comedy"
The monster machine and the girl of my dreams ,"Diego Labat, Agustín Ross Beraldi","Mateo Chiarino, Lucas Lagré, Paula Carruega, Laura Cymer, Miguel Di Lemme",2012, 1h 24m,"Comedy, Science Fiction, Romance"
Rouge Fougère ,"Thomas Zaderatzky, Mortimer Joly, Thomas Pukrop","Tristan Mercier, Thomas Pukrop, Mortimer Joly, Thomas Zaderatzky, Simon Zaderatzky",2015, -,"Horror, Music, Science Fiction"
Unbelievable!!!!! ,Steven L. Fawcette,"Dina Meyer, Olivia d'Abo, Marina Sirtis, Nana Visitor, Michael Madsen",2016, 1h 50m,"Science Fiction, Comedy"
Magnetic ,"Michael J. Epstein, Sophia Cacciola",Allix Mortis,2015, 1h 20m,"Adventure, Fantasy, Science Fiction"
The Protokon ,Anthony de Lioncourt,"Mark Mattson, Jaiden Kaine, Eugene Ling, Gary Marachek, Danni Wang",2015, 1h 45m,"Science Fiction, Drama, Fantasy"
A Lonely Sun Story ,"Enrique F. Guzmán, Juanma Suárez García","María Valverde, Mario Casas",2014, -,"Animation, Adventure, Science Fiction, Romance"
Armored Trooper Votoms: Big Battle ,Ryousuke Takahashi,"Hozumi Gouda, Issei Futamata, Kan Tokumaru, Kôichi Kitamura, Kousei Tomita",1986, 1h 0m,"Science Fiction, Drama"
Into the Forest ,Patricia Rozema,"Ellen Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie, Michael Eklund",2016, 1h 41m,"Drama, Science Fiction"
Morons from Outer Space ,Mike Hodges,"Mel Smith, Griff Rhys Jones, Joanne Pearce, Jimmy Nail, Paul Bown",1985, 1h 30m,"Comedy, Science Fiction"
Maps: The Voyage of the Legendary Aliens ,Keiji Hayakawa,"Hiromi Tsuru, Mayumi Tanaka, Akira Kamiya, Yuuko Minaguchi, Naoko Watanabe",1987, 0h 51m,"Science Fiction, Adventure, Drama"
Venom ,Ruben Fleischer,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott",2018, 1h 52m,"Science Fiction, Action"
The Moment After ,Wes Llewellyn,"Julie Link, Mike Wilson, David A.R. White, Greg Davis Jr., Brad Heller",1999, 1h 29m,"Science Fiction, Thriller"
Worm ,Doug Mallette,"John Ferguson, Shane O'Brien, Jes Mercer, Scott Ferguson, Sarah Shoemaker",2014, 1h 34m,"Science Fiction, Horror, Romance"
Shortcut to Happiness ,Alec Baldwin,"Anthony Hopkins, Alec Baldwin, Jennifer Love Hewitt, Ken Murton, Dan Aykroyd",2003, 1h 46m,"Fantasy, Drama, Comedy, Science Fiction"
Infección zombie ,Jacint Espuny,"Jordi Reverté, Amador Estorach, Carlos Javier Sombet, Lluis Ortega, Cris Leontina",2016, -,"Science Fiction, Action, Adventure"
Ultraman Zearth 2: Superhuman Big Battle - Light and Shadow ,Kazuya Konaka,"Masaharu Sekiguchi, Takaaki Ishibashi, Noritake Kinashi, Yuka Takaoka, Hiromoto Okubo",1997, 1h 5m,"Action, Adventure, Family, Science Fiction"
The Electric Girl ,Étienne Arnaud,"Mildred Bright, Charles Morgan, Will E. Sheerer, Simeon Wiltsie, Bert Starkey",1914, 0h 15m,"Comedy, Science Fiction"
Kam zmizel kurýr ,Otakar Fuka,"Jan Kanyza, Eva Jakoubková, Karel Houska, Jirí Bruder, Vladimír Salač",1981, 1h 26m,"Comedy, Science Fiction"
The Barrier of Uncertainty ,Nikita Kurikhin,"Vyacheslav Shalevich , Nikolai Gritsenko, Aleksandr Grave, Vasili Makarov, Fyodor Nikitin",1962, 1h 48m,"Drama, Science Fiction"
Dragon Ball Z: Broly – The Legendary Super Saiyan ,Shigeyasu Yamauchi,"Masako Nozawa, Bin Shimada, Iemasa Kayumi, Ryou Horikawa, Takeshi Kusao",1993, 1h 10m,"Animation, Adventure, Family, Science Fiction"
"Abdulladzhan, or Dedicated to Steven Spielberg ",Zulfikar Musakov,"Rudzhab Adashev, Tuychi Aripov, Tuti Yusupova, Shukhrat Kayumov, Vladimir Menshov",1991, 1h 29m,"Comedy, Science Fiction"
Attack of the Mutant Dick from Outer Space ,Daniel Moreno,"David Abellán, Maria Lavarta, Daniel Moreno, Toñi Vicente",2007, 0h 26m,"Horror, Science Fiction, Comedy"
Executor 977 ,Otar Litanishvili,"Gogi Todria, Nugzar Kurashvili, Khatuna Ioseliani, Grigol Natsvlishvili, Ruslan Mikaberidze",1989, 1h 31m,Science Fiction
Летние впечатления о планете Z ,Yevgeni Markovsky,"Arnas Katinas, Giedrius Puskunigis, Sergey Shakurov, Dima Andriyevski, Galina Makarova",1986, -,"Science Fiction, Family, TV Movie, Comedy"
Gaz de France ,Benoît Forgeard,"Philippe Katerine, Olivier Rabourdin, Alka Balbir, Antoine Gouy, Philippe Laudenbach",2016, 1h 26m,"Science Fiction, Comedy"
Crystal Fortune Run ,Chris Lee Kin-Sang,"Sharla Cheung Man, Simon Yam, Anita Yuen, Kirk Wong, Chris Lee Kin-Sang",1994, 1h 24m,"Thriller, Science Fiction"
Sin: The Movie ,Yasunori Urata,"Kaori Yamagata, Kikuko Inoue, Kouji Ishii, Ayako Kawasumi, Hiroya Ishimaru",2000, 1h 0m,"Animation, Science Fiction"
Jurassic Prey ,Mark Polonia,"Houston Baker, James Carolus, Todd Carpenter, Bob Dennis",2015, 1h 27m,"Science Fiction, Action, Horror"
The End of the World ,Nick P. Smith,"Kelsey Formost, Nick P. Smith, Ian McQuown, Jon Eidson, Evan Todd",2015, 0h 5m,"Comedy, Science Fiction"
Solar Attack ,Paul Ziller,"Mark Dacascos, Louis Gossett Jr., Joanne Kelly, Kevin Jubinville, Stephen McHattie",2006, 1h 31m,"Action, Science Fiction, Thriller"
Monsura Is Waiting ,Kevin Newbury,"Nell Gwynn, Amy Staats, Matthew Principe, Yury Tsykun, David Johnston",2014, 0h 15m,"Science Fiction, Drama"
Timelike ,Richard Boylan,"Eva Jonn, Mel Hoy, Richard Boylan",2015, 0h 8m,Science Fiction
Cat Girl ,Masayuki Toyama,"Vasilievna Andina Ekaterina, Mami Azuma",2008, 1h 17m,Science Fiction
Eden of the East Movie I: The King of Eden ,Kenji Kamiyama,"Ryohei Kimura, Sakiko Tamagawa, Takuya Eguchi, Motoyuki Kawahara, Ayaka Saitou",2009, 1h 22m,"Animation, Drama, Mystery, Science Fiction"
Things to Come ,William Cameron Menzies,"Raymond Massey, Edward Chapman, Ralph Richardson, Cedric Hardwicke, Margaretta Scott",1936, 1h 40m,"Drama, Science Fiction"
Queen Crab ,Brett Piper,"Michelle Simone Miller, Kathryn Metz, A.J. DeLucia, Steve Diasparra, Danielle Donahue",2015, 1h 30m,"Science Fiction, Horror"
The Terminator: Hunters and Killers ,Joe Whiteaker,,2006, 1h 35m,"Science Fiction, Action, Animation, Fantasy"
Creature with the Atom Brain ,Edward L. Cahn,"Richard Denning, Angela Stevens, S. John Launer, Michael Granger, Gregory Gaye",1955, 1h 9m,"Horror, Science Fiction, Crime"
The Nuclear Family ,John Glenister,"Jimmy Logan, Russell Hunter, Gerard Kelly, Ann Scott-Jones, Lizzy Radford",1982, -,"Science Fiction, Drama"
Little Red and the Rhode Island Strangler ,Matt Sample,"Michael P. Flanagan Jr., Paul O'Keefe, Darryl Corfman, Jason Klaass, Morgan Nagler",2015, 1h 11m,"Adventure, Drama, Science Fiction"
Airlords of Airia ,Dirk Müller,"Dirk Müller, Martin Eisenkeil, Chippy Voichita, Martin Goelz, Sebastian Hirsch",2013, 0h 15m,Science Fiction
Choriki Sentai Ohranger: The Movie ,Yoshiaki Kobayashi,"Masaru Shishido, Kunio Masaoka, Masashi Goda, Ayumi Hodaka, Tamao Satô",1995, 0h 40m,"Science Fiction, Action, Adventure, Fantasy"
Girlsapoppin ,Knott Good,"Laine Carlin, Janice Carter, Dee Dee Cartier, Joyce Kawamoto, Nina Shane",1964, 1h 0m,"Science Fiction, Comedy"
TechnoCalyps ,Frank Theys,Terence McKenna,2006, 2h 36m,"Documentary, Science Fiction"
The Cult ,André Antônio,"Sócrates Alexandre, Felipe Araújo, Júlio Emílio, Paulo Faltay, Ericka Rolim",2015, 1h 10m,Science Fiction
Memory ,Bennett Davlin,"Billy Zane, Tricia Helfer, Dennis Hopper, Terry Chen, Deirdre Blades",2006, 1h 38m,"Thriller, Science Fiction, Mystery"
The Sixth Man ,Randall Miller,"Marlon Wayans, Kadeem Hardison, David Paymer, Saundra McClain, Harold Sylvester",1997, 1h 47m,"Fantasy, Drama, Comedy, Science Fiction"
When Black Birds Fly ,Jimmy ScreamerClauz,"J.D. Brown, Brandon Slagle, Devanny Pinn, David Firth, Ruby LaRocca",2016, 1h 45m,"Science Fiction, Animation, Horror"
La Gioconda está triste ,Antonio Mercero,,1977, -,"Science Fiction, Fantasy"
Blue Gender: The Movie ,Koichi Ohata,"Kenji Nojima, Houko Kuwashima, Chizu Yonemoto, Hisayoshi Suganuma, Eiji Itou",2002, 1h 30m,"Animation, Science Fiction"
The Astronomer's Dream ,Malcolm Sutherland,,2009, 0h 11m,"Science Fiction, Animation, Adventure, Fantasy, Mystery"
Cockpit: The Rule of Engagement ,Jesse Griffith,"Ronny Cox, Hellena Taylor, Karl Champley, Jamie Callahan, Patrick Dollaghan",2012, 0h 12m,"Horror, Science Fiction, Action"
Mirageman ,Ernesto Díaz Espinoza,"Marko Zaror, María Elena Swett, Ariel Mateluna, Mauricio Pesutic, Iván Jara",2007, 1h 30m,"Action, Adventure, Science Fiction"
The Necronomicon ,Joseph Nanni,"Jim Borwick, Daniel Hambly",2009, 0h 2m,"Comedy, Horror, Science Fiction"
Tales from Earthsea ,Gorô Miyazaki,"Junichi Okada, Aoi Teshima, Bunta Sugawara, Yūko Tanaka, Teruyuki Kagawa",2006, 1h 55m,"Adventure, Fantasy, Animation, Science Fiction"
Parasite Choi ,Damien Steck,Hae-Keun Choi,2013, 0h 11m,Science Fiction
Alien Intruder ,Ricardo Jacques Gale,"Maxwell Caulfield, Tracy Scoggins, Billy Dee Williams, Gary Roberts, Richard Cody",1993, 2h 0m,Science Fiction
Technotise: Edit & I ,"Aleksa Gajić, Nebojša Andrić, Stevan Đorđević","Igor Bugarski, Tatjana Đorđević, Nikola Đuričko, Nebojša Glogovac, Marija Karan",2009, 1h 40m,"Animation, Science Fiction, Thriller"
Atlantis Conspiracy ,James Lee,"Jourdan Khoo, Laura M. Steigers, Mano Maniam, Sunny Pang",2013, 0h 7m,"Action, Science Fiction"
Atomic Rulers ,"Nagayoshi Akasaka, Akira Miwa, Teruo Ishii","Ken Utsui, Junko Ikeuchi, Shoji Nakayama, Minoru Takada, Sachihiro Ohsawa",1965, 1h 14m,"Action, Science Fiction"
Blue World Order ,"Ché Baker, Dallas Bland","Billy Zane, Bruce Spence, Kendra Appleton, Jack Thompson, Stephen Hunter",2017, -,"Action, Adventure, Fantasy, Science Fiction"
Godzilla vs. Mechagodzilla ,Jun Fukuda,"Masaaki Daimon, Kazuya Aoyama, Reiko Tajima, Akihiko Hirata, Hiroshi Koizumi",1974, 1h 24m,"Action, Science Fiction"
Le Jour de la comète ,"Sébastien Milhou, Cédric Hachard, Hervé Freiburger","Adrien Marik, Yves Arnault, Pascaline Ferrer, Béatrice de la Boulaye, Stéphane Roux",2014, 1h 43m,"Adventure, Science Fiction"
Big Bad ,Opie Cooper,"Ainsley Bailey, Cameron Deane Stewart, Madeline Thelton, Daniel Dauphin, Clint Carmichael",2016, 1h 27m,"Science Fiction, Action, Adventure, Comedy, Thriller, Horror"
Fafner in the Azure: Right of Left -Single Program- ,Nobuyoshi Habara,"Akiko Kimura, Kohei Kiyasu, Mamoru Miyano, Yuko Kaida",2005, 0h 51m,"Animation, Science Fiction, Drama, Romance"
Dragon Ball Z: Bardock - The Father of Goku ,Mitsuo Hashimoto,"Masako Nozawa, Ryusei Nakao, Yukitoshi Hori, Show Hayami",1990, 0h 48m,"Action, Animation, Science Fiction, Drama"
Parallel ,"Keith Nickoson, John Turk","Terence Cranendonk, Liz Duchez, Richard Portnow, Amy Cates, Alexa Lee",2015, 1h 31m,"Drama, Science Fiction"
Empsillnes ,Jakub Grygier,,2015, 0h 12m,Science Fiction
The Veil ,Brent Ryan Green,"William Levy, William Moseley, Serinda Swan, Nick E. Tarabay, Adam Gregory",2017, 1h 26m,"Action, Adventure, Science Fiction"
Set the Thames on Fire ,Ben Charles Edwards,"Michael Winder, Max Bennett, Noel Fielding, Sally Phillips, Sadie Frost",2015, 1h 23m,"Science Fiction, Comedy, Fantasy"
Godzilla vs. SpaceGodzilla ,Kensho Yamashita,"Megumi Odaka, Jun Hashizume, Zenkichi Yoneyama, Akira Emoto, Towako Yoshikawa",1994, 1h 48m,"Science Fiction, Action, Adventure, Fantasy"
Galis Connect ,Asaf Corman,"Eliana Tidhar, Toval Shafir",2016, 1h 38m,"Fantasy, Science Fiction"
HYPER-REALITY ,Keiichi Matsuda,"Natalia Tamayo, Catalina Villegas, Wu Yu Zhou, Juliana Ospina Henao, Camilo Suárez",2016, 0h 6m,"Science Fiction, Thriller"
Meet the Hollowheads ,Thomas R. Burman,"John Glover, Nancy Mette, Richard Portnow, Juliette Lewis, Joshua John Miller",1989, 1h 26m,"Comedy, Science Fiction"
Contamination ,Luigi Cozzi,"Ian McCulloch, Louise Marleau, Marino Masé, Siegfried Rauch, Gisela Hahn",1980, 1h 35m,"Adventure, Science Fiction, Horror, Romance"
Go Orgonauts! ,Alberto Grifi,"Giordano Falzoni, Sophie Marland, Sandra Cardini, Gioacchino Saitto, Aya Alkin",1970, 0h 18m,Science Fiction
His Master's Voice ,György Pálfi,,2018, 1h 48m,"Science Fiction, Drama"
Renaissance ,Joan Manuel Urquiaga Valdes,,2014, 0h 7m,"Fantasy, Mystery, Science Fiction"
