movie,directors,stars,year,runtime,genres
The Hitchhiker's Guide to the Galaxy ,Garth Jennings,"Martin Freeman, Zooey Deschanel, Sam Rockwell, Yasiin Bey, John Malkovich",2005, 1h 49m,"Adventure, Comedy, Family, Science Fiction"
Parasite Dolls ,"Naoyuki Yoshinaga, Kazuto Nakazawa","Kazuhiko Inoue, Akemi Okamura, Masaru Ikeda, Somei Uchida, Kikuko Inoue",2003, 1h 25m,"Action, Animation, Science Fiction, Thriller"
The Sore Losers ,John Michael McCarthy,"Jack Yarber, Kerine Elkins, Mike Maker, D'Lana Tunnell, Hugh Brooks",1997, 1h 29m,"Thriller, Science Fiction"
Spaceways ,Terence Fisher,"Howard Duff, Eva Bartok, Alan Wheatley, Philip Leaver, Cecile Chevreau",1953, 1h 16m,Science Fiction
Can of Worms ,Paul Schneider,"Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote, Lee Garlington",1999, 1h 30m,"Comedy, Family, Science Fiction"
Slapstick (Of Another Kind) ,Steven Paul,"Jerry Lewis, Madeline Kahn, Marty Feldman, Jim Backus, Merv Griffin",1982, 1h 24m,"Comedy, Science Fiction"
Bloodsuckers from Outer Space ,Glen Coburn,"Robert Bradeen, Big John Brigham",1984, 1h 19m,"Comedy, Horror, Science Fiction"
The Wild Blue Yonder ,Werner Herzog,"Brad Dourif, Donald Williams, Ellen Baker, Franklin Chang-Diaz, Shannon Lucid",2005, 1h 21m,"Drama, Science Fiction, Documentary"
The Adventures of the American Rabbit ,"Fred Wolf, 니시자와 노부타카","Bob Arbogast, Pat Fraley, Barry Gordon, Bob Holt, Lew Horn",1986, 1h 25m,"Animation, Fantasy, Science Fiction, Family"
Kamillions ,Mike B. Anderson,"Christopher Gasti, Dru-Anne Perry, Dan Evans, Kate Alexander",1989, 1h 30m,"Horror, Comedy, Romance, Science Fiction"
Zero Patience ,John Greyson,"John Robinson, Norman Fauteux, Dianne Heatherington, Richardo Keens-Douglas, Charlotte Boisjoli",1993, 1h 40m,"Fantasy, Drama, Science Fiction, Music"
Steel ,Kenneth Johnson,"Shaquille O'Neal, Annabeth Gish, Richard Roundtree, Judd Nelson, Irma P. Hall",1997, 1h 37m,"Science Fiction, Action, Adventure"
The Last Warrior ,Romolo Guerrieri,"William Mang, Marina Costa, Harrison Muller Jr., Woody Strode, Margit Evelyn Newton",1984, 1h 35m,"Action, Science Fiction"
The Lucifer Complex ,"Kenneth Hartford, David L. Hewitt","Robert Vaughn, Merrie Lynn Ross, Keenan Wynn, Aldo Ray, Victoria Carroll",1978, 1h 31m,"TV Movie, Science Fiction"
Blood: The Last Vampire ,Hiroyuki Kitakubo,"Youki Kudoh, Saemi Nakamura, Joe Romersa, Rebecca Forstadt, Stuart Robinson",2000, 0h 48m,"Fantasy, Animation, Horror, Comedy, Thriller, Science Fiction"
Jeremy Fink and the Meaning of Life ,Tamar Halpern,"Mira Sorvino, Joe Pantoliano, Ryan Simpkins, Michael Urie, Maxwell Beer",2012, 1h 31m,"Fantasy, Science Fiction, Family"
Tape 407 ,"Everette Wallin, Dale Fabrigar","Abigail Schrader, Samantha Lester, James Lyons, Melanie Lyons, Samantha Sloyan",2012, 1h 30m,"Horror, Science Fiction"
Underworld ,George Pavlou,"Denholm Elliott, Steven Berkoff, Nicola Cowper, Larry Lamb, Irina Brook",1985, 1h 43m,"Horror, Science Fiction, Action"
Schilf - Alles was denkbar ist existiert ,Claudia Lehmann,"Mark Waschke, Stipe Erceg, Bernadette Heerwagen, Nicolas Treichel, Sandra Borgmann",2012, 1h 30m,"Thriller, Drama, Science Fiction"
Doctor of Doom ,René Cardona,"Lorena Velázquez, Armando Silvestre, Elizabeth Campbell, Roberto Cañedo, Sonia Infante",1963, 1h 20m,"Horror, Science Fiction"
Curse of the Swamp Creature ,Larry Buchanan,"John Agar, Francine York, Jeff Alexander, Shirley McLine, Cal Duggan",1966, 1h 20m,"Horror, Science Fiction, TV Movie"
Double Team ,Tsui Hark,"Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman, Natacha Lindinger",1997, 1h 33m,"Action, Science Fiction"
Creature of Destruction ,Larry Buchanan,"Les Tremayne, Pat Delaney, Aron Kincaid, Neil Fletcher, Annabelle Weenick",1967, 1h 20m,"TV Movie, Science Fiction, Horror"
Dragon Wars: D-War ,Shim Hyung-rae,"Jason Behr, Amanda Brooks, Robert Forster, Craig Robinson, Aimee Garcia",2007, 1h 30m,"Fantasy, Drama, Horror, Action, Thriller, Science Fiction"
Back to the Future ,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson",1985, 1h 56m,"Adventure, Comedy, Science Fiction, Family"
The Lost Missile ,William Berke,"Robert Loggia, Ellen Parker, Phillip Pine, Larry Kerr, Marilee Earle",1958, 1h 10m,"Science Fiction, Horror"
Space Truckers ,Stuart Gordon,"Dennis Hopper, Stephen Dorff, Debi Mazar, George Wendt, Charles Dance",1996, 1h 35m,"Comedy, Science Fiction, Thriller, Adventure"
Battlestar Galactica: The Plan ,Edward James Olmos,"Edward James Olmos, Dean Stockwell, Michael Trucco, Grace Park, Michael Hogan",2009, 1h 52m,"Science Fiction, Action, Drama, TV Movie"
Gagamboy ,Erik Matti,"Vhong Navarro, Jay Manalo, Aubrey Miles, Long Mejia, Bearwin Meily",2004, 1h 40m,"Fantasy, Action, Comedy, Science Fiction"
The Golden Bat ,Hajime Sato,"Sonny Chiba, Wataru Yamagawa, Hisako Tsukuba, Emily Takami, Osamu Kobayashi",1966, 1h 13m,"Science Fiction, Adventure, Action"
Logan's Run ,Michael Anderson,"Michael York, Richard Jordan, Jenny Agutter, Roscoe Lee Browne, Farrah Fawcett",1976, 1h 59m,"Action, Science Fiction"
Clash of the Warlords ,Willy Milan,"Anthony Alonzo, Johnny Monteiro, Paul Vance, Willy Williams, Jennifer Kirkham",1985, 1h 15m,"Action, Adventure, Science Fiction"
Kamen Rider × Kamen Rider W & Decade: Movie War 2010 ,Ryuta Tasaki,"Masahiro Inoue, Kimito Totani, Ryôta Murai, Kanna Mori, Kôji Seto",2009, 1h 30m,"Action, Adventure, Science Fiction"
Babylon 5: Thirdspace ,Jesús Salvador Treviño,"Bruce Boxleitner, Claudia Christian, Mira Furlan, Shari Belafonte, Stephen Furst",1998, 1h 34m,"Action, Drama, Science Fiction, Adventure"
The Thirteenth Floor ,Josef Rusnak,"Craig Bierko, Armin Mueller-Stahl, Gretchen Mol, Vincent D'Onofrio, Dennis Haysbert",1999, 1h 40m,"Thriller, Science Fiction, Mystery"
Nothing ,Vincenzo Natali,"David Hewlett, Andrew Miller, Gordon Pinsent, Marie-Josée Croze, Andrew Lowery",2003, 1h 30m,"Comedy, Fantasy, Science Fiction"
Meet Dave ,Brian Robbins,"Eddie Murphy, Elizabeth Banks, Gabrielle Union, Scott Caan, Ed Helms",2008, 1h 30m,"Comedy, Science Fiction, Adventure, Family"
"Honey, We Shrunk Ourselves ",Dean Cundey,"Rick Moranis, Eve Gordon, Bug Hall, Robin Bartlett, Stuart Pankin",1997, 1h 14m,"Adventure, Comedy, Family, Science Fiction, Action"
Fortress 2 ,Geoff Murphy,"Christopher Lambert, Aidan Rea, David Roberson, Liz May Brice, Beth Toussaint",2000, 1h 32m,"Science Fiction, Action"
Condor ,Virgil W. Vogel,"Ray Wise, Wendy Kilbourne, Vic Polizos, James Avery, Cassandra Gava",1986, 1h 13m,"Thriller, Science Fiction"
Deadly Weapon ,Michael Miner,"Rodney Eastman, Kim Walker, Gary Frank, Michael Horse, Gary Kroeger",1989, 1h 30m,Science Fiction
Alien Invasion USA ,Dustin Rikert,"Dan Southworth, Avery Clyde, Sam McConkey, James Luca McBride, Tank Jones",2007, 1h 27m,"Horror, Science Fiction, Action, Thriller"
Three Inches ,Jace Alexander,"Noah Reid, Stephanie Jacobsen, James Marsters, Naoko Mori, Alona Tal",2011, 1h 27m,"Drama, Action, Science Fiction"
The Stepford Wives ,Bryan Forbes,"Katharine Ross, Paula Prentiss, Nanette Newman, Judith Baldwin, Peter Masterson",1975, 1h 57m,"Horror, Mystery, Science Fiction, Thriller"
The History of Future Folk ,"John Mitchell, Jeremy Kipp Walker","Nils d'Aulaire, Jay Klaitz, Julie Ann Emery, April Lee Hernandez, Dee Snider",2012, 1h 26m,"Comedy, Science Fiction, Music"
The Philadelphia Experiment ,Paul Ziller,"Ryan Robbins, Nicholas Lea, Malcolm McDowell, Emilie Ullerup, Michael Paré",2012, 1h 25m,"Adventure, Science Fiction, Thriller, Mystery"
Appleseed: Ex Machina ,Shinji Aramaki,"Ai Kobayashi, Kouichi Yamadera, Kong Kuwata, Shinpachi Tsuji, Gara Takashima",2007, 1h 45m,"Animation, Action, Thriller, Science Fiction"
Sight ,"Eran May-Raz, Daniel Lazo","Ori Golad, Deborah Aroshas",2012, 0h 7m,Science Fiction
Jett Jackson: The Movie ,Shawn Levy,"Lee Thompson Young, Lindy Booth, Nigel Shawn Williams, Ryan Sommers Baum, Kerry Duff",2001, 1h 40m,"Adventure, Family, Action, Science Fiction, Comedy"
The Glitterball ,Harley Cokeliss,"Ben Buckton, Ron Pember, Keith Jayne, Marjorie Yates, Barry Jackson",1977, 0h 53m,"Family, Science Fiction"
Canary ,Alejandro Adams,"Carla Pauli, Marya Murphy",2009, 1h 33m,"Thriller, Science Fiction"
Freedom ,Shuhei Morita,,2006, 3h 9m,"Adventure, Animation, Romance, Science Fiction"
The Twelve-Handed Men of Mars ,"Giuseppe Moccia, Franco Castellano","Paolo Panelli, Carlo Croccolo, Enzo Garinei, Alfredo Landa, Magali Noël",1964, -,"Science Fiction, Comedy"
The Hunger Games: Mockingjay - Part 1 ,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland",2014, 2h 3m,"Science Fiction, Adventure, Thriller"
Anachronox: The Movie ,Jake Hughes,"Bruce Dubose, Raphael Perry, Tom Hall, Denise Lee, Ellen Locy",2002, 2h 16m,"Science Fiction, Animation, Comedy"
Resident Evil: Degeneration ,Makoto Kamiya,"Alyson Court, Paul Mercier, Laura Bailey, Roger Craig Smith, Crispin Freeman",2008, 1h 37m,"Animation, Horror, Action, Science Fiction"
Bounty Dog ,Hiroshi Negishi,"Hikaru Midorikawa, Hekiru Shiina, Nobuyuki Hiyama, Megumi Hayashibara, Michiko Neya",1994, 1h 0m,"Action, Animation, Science Fiction"
Crawlspace ,Justin Dix,"Amber Clayton, Eddie Baroo, Justin Batchelor, Nicholas Bell, John Brumpton",2012, 1h 29m,"Horror, Science Fiction, Mystery, Thriller"
Towers Open Fire ,Antony Balch,"William S. Burroughs, Alexander Trocchi, Antony Balch, Bachoo Sen, David Jacobs",1963, 0h 10m,Science Fiction
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,Michael Pressman,"Paige Turco, David Warner, Michelan Sisti, Leif Tilden, Kenn Scott",1991, 1h 28m,"Science Fiction, Adventure, Action, Comedy, Family"
The 12 Disasters of Christmas ,Steven R. Monroe,"Ed Quinn, Magda Apanowicz, Ryan Grantham, Roark Critchlow, Andrew Airlie",2012, 1h 26m,"TV Movie, Action, Science Fiction"
Teenage Mutant Ninja Turtles ,Steve Barron,"Judith Hoag, Elias Koteas, Josh Pais, Corey Feldman, Brian Tochi",1990, 1h 33m,"Science Fiction, Action, Adventure, Comedy, Family"
Against the Dark ,Richard Crudo,"Steven Seagal, Linden Ashby, Jenna Harrison, Danny Midwinter, Emma Catherwood",2009, 1h 34m,"Horror, Action, Thriller, Science Fiction"
Galaxy Express 999 ,Rintaro,"Masako Nozawa, Masako Ikeda, Yôko Asagami, Miyoko Asô, Toshiko Fujita",1979, 2h 8m,"Adventure, Animation, Science Fiction"
The Toxic Avenger ,"Lloyd Kaufman, Michael Herz","Mitch Cohen, Andree Maranda, Jennifer Prichard, Cindy Manion, Robert Prichard",1984, 1h 22m,"Science Fiction, Action, Comedy, Horror"
Master of the World ,Harry Piel,"Walter Janssen, Sybille Schmitz, Aribert Wäscher, Siegfried Schürenberg, Ernst Behmer",1934, 1h 30m,Science Fiction
Survival Code ,David Frazee,"Ty Olsson, Patrick Gallagher, Michelle Harrison, Christine Horne, Greyston Holt",2013, 1h 28m,"Action, Science Fiction"
Batman Beyond: Return of the Joker ,Curt Geda,"Will Friedle, Kevin Conroy, Mark Hamill, Angie Harmon, Dean Stockwell",2000, 1h 14m,"Animation, Family, Action, Science Fiction"
Space Transformer ,Su-yong Jeong,,1985, 1h 3m,"Science Fiction, Action, Animation"
When Worlds Collide ,Rudolph Maté,"Richard Derr, Barbara Rush, Larry Keating, John Hoyt, Frank Cady",1951, 1h 23m,Science Fiction
Serenity ,Joss Whedon,"Nathan Fillion, Summer Glau, Gina Torres, Alan Tudyk, Morena Baccarin",2005, 1h 59m,"Science Fiction, Action, Adventure, Thriller"
"Reigo, the Deep-Sea Monster vs. the Battleship Yamato ",Shinpei Hayashiya,"Yukijiro Hotaru, Miyu Oriyama, Mao Urata, Isamu Ago, Mickey Curtis",2008, 1h 21m,"Science Fiction, Fantasy"
Astro Boy ,David Bowers,"Nicolas Cage, Freddie Highmore, Kristen Bell, Donald Sutherland, Bill Nighy",2009, 1h 34m,"Animation, Action, Family, Science Fiction"
Japan Sinks ,Shinji Higuchi,"Tsuyoshi Kusanagi, Etsushi Toyokawa, Mao Daichi, Kou Shibasaki, Mitsuhiro Oikawa",2006, 2h 15m,"Drama, Thriller, Adventure, Science Fiction"
Jurassic Attack ,Anthony Fankhauser,"Corin Nemec, Vernon Wells, Gary Stretch, Michael Worth, Natascha Berg",2012, 1h 23m,"Action, Science Fiction"
Gold ,Karl Hartl,"Hans Albers, Brigitte Helm, Friedrich Kayssler, Rudolf Platte, Lien Deyers",1934, 2h 0m,"Crime, Science Fiction"
Earthbound ,Alan Brennan,"Rafe Spall, Jenn Murray, Stephen Hogan, David Morrissey, Rory Keenan",2013, 1h 33m,"Comedy, Fantasy, Science Fiction, Romance"
The Einstein Theory of Relativity ,"Garrett Putnam Serviss, Max Fleischer",,1923, 0h 29m,"Science Fiction, Documentary, Animation"
Nightcast ,Marco von Moos,"Eric P. Caspar, Salvatore Greco, Björn Gödde, Mathis Kramer-Länger, Stephan Mark",2007, -,"Science Fiction, Action, Fantasy"
Patrick ,Richard Franklin,"Susan Penhaligon, Robert Helpmann, Rod Mullinar, Bruce Barry, Julia Blake",1978, 1h 52m,"Horror, Science Fiction, Thriller"
End of the World ,Steven R. Monroe,"Caroline Cave, Brad Dourif, Greg Grunberg, Neil Grayston, Mark Hildreth",2013, 1h 25m,"Science Fiction, Action, Comedy, Adventure"
Freaked ,"Tom Stern, Alex Winter","Brooke Shields, William Sadler, Alex Winter, Randy Quaid, Michael Stoyanov",1993, 1h 26m,"Comedy, Science Fiction"
Juken Sentai Gekiranger: Nei-Nei! Hou-Hou! Hong Kong Decisive Battle ,Shojiro Nakazawa,"Hiroki Suzuki, Mina Fukui, Manpei Takagi, Hirofumi Araki, Yuka Hirata",2007, 0h 33m,"Action, Adventure, Science Fiction, Fantasy"
Virtual Seduction ,Paul Ziller,"Jeff Fahey, Ami Dolenz, Carrie Genzel, Meshach Taylor, Rick Dean",1995, 1h 29m,Science Fiction
The Absent-Minded Professor ,Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames",1961, 1h 36m,"Comedy, Family, Science Fiction"
The Astrologer ,Craig Denney,"Craig Denney, Darrien Earle, Arthyr Chadboure, Florence Marly, Rocky Barbanica",1975, 1h 36m,Science Fiction
Andromeda Stories ,Masamitsu Sasaki,,1982, 1h 25m,"Animation, Science Fiction"
The Transformers: The Movie ,Nelson Shin,"Judd Nelson, Peter Cullen, Frank Welker, Leonard Nimoy, Orson Welles",1986, 1h 24m,"Animation, Science Fiction, Action, Adventure, Family"
Alien Planet ,Pierre de Lespinois,"Wayne D. Barlowe, Curtis Clark, James Garvin, Jamie Haines, Stephen Hawking",2005, 1h 34m,"Animation, Documentary, Science Fiction"
The Human Race ,Paul Hough,"Paul McCarthy-Boyington, Eddie McGee, Brianna Lauren Jackson, B. Anthony Cohen, Trista Robinson",2013, 1h 27m,"Horror, Science Fiction, Action"
Puzzlehead ,James Bai,Stephen Galaida,2005, 1h 21m,"Science Fiction, Thriller"
Royal Space Force - The Wings Of Honneamise ,Hiroyuki Yamaga,"Leo Morimoto, Mitsuki Yayoi, Aya Murata, Kazuyuki Sogabe, Masato Hirano",1987, 2h 1m,"Animation, Science Fiction"
The Cremators ,Harry Essex,"Maria De Aragon, Marvin Howard, Eric Allison, Mason Caulfield, R.N. Bullard",1972, 1h 12m,Science Fiction
HG Wells: War with the World ,James Kent,"Michael Sheen, Sally Hawkins, Branka Katić, Jacek Koman",2006, -,"Drama, Thriller, Science Fiction"
Moonland ,William A. O'Connor,Mickey McBan,1926, 0h 11m,"Adventure, Science Fiction, Fantasy"
Expo ,Joe Sill,"Sam Basile, Ava Cantrell, Davis Desmond, Daniela Flynn, Daniela Flynn",2012, 0h 13m,"Drama, Science Fiction"
Stamp Day for Superman ,Thomas Carr,"George Reeves, Noel Neill, Jack Larson, John Hamilton",1954, 0h 18m,"Fantasy, Science Fiction"
Dead Man Walking ,Gregory Dark,"Wings Hauser, Brion James, Jeffrey Combs, Pamela Ludwig, Leland Crooke",1988, 1h 27m,"Action, Science Fiction"
Cutey Honey Flash ,,"Ai Nagano, Akira Kamiya, Susumu Chiba",1997, -,"Adventure, Comedy, Romance, Animation, Science Fiction"
Robot Stories ,Greg Pak,"Karen Tsen Lee, Glenn Kubota, Tamlyn Tomita, James Saito, Vin Knight",2003, 1h 25m,"Drama, Science Fiction, Romance"
Denji Sentai Megaranger vs Carranger ,Ryuta Tasaki,"Kunihiko Ôshiba, Atsushi Ebara, Massaya Matsuzake Ono, Eriko Tanaka, Mami Higashiyama",1998, 0h 46m,"Action, Adventure, Science Fiction"
Saturn 3 ,Stanley Donen,"Farrah Fawcett, Kirk Douglas, Harvey Keitel, Roy Dotrice, Ed Bishop",1980, 1h 35m,"Science Fiction, Thriller"
Kara ,David Cage,"Valorie Curry, Tercelin Kirtley, Hanako Danjo",2012, 0h 7m,"Drama, Science Fiction, Animation"
Tensou Sentai Goseiger vs Shinkenger: Epic on Ginmaku ,Noboru Takemoto,"Yudai Chiba, Rika Satoh, Hamao Kyosuke, Mikiho Niwa, Kento Ono",2011, 1h 0m,"Action, Adventure, Science Fiction"
Invaders from Mars ,William Cameron Menzies,"Jimmy Hunt, Arthur Franz, Helena Carter, Leif Erickson, Hillary Brooke",1953, 1h 18m,"Science Fiction, Thriller"
Star Wreck II: The Old Shit ,,"Samuli Torssonen, Rudi Airisto, Janne Torssonen",1994, 0h 8m,"Science Fiction, Comedy, Animation"
Death of a President ,Gabriel Range,"Hend Ayoub, Becky Ann Baker, Brian Boland, Nathan Geist, David Dubois",2006, 1h 37m,"Documentary, Drama, Science Fiction"
The Dark Side of The Moon ,D.J. Webster,"Robert Sampson, Will Bledsoe, Joe Turkel, Camilla More, Wendy MacDonald",1990, 1h 36m,"Horror, Action, Thriller, Science Fiction"
Star Wars: Wrath of the Mandalorian ,Kelly Dolen,"David Hankin, Steve Carroll, David W. Allen, Chris Brennan",2008, 0h 12m,Science Fiction
The American Astronaut ,Cory McAbee,"Joshua Taylor, Greg Russell Cook, Rocco Sisto, Cory McAbee, James Ransone",2001, 1h 31m,"Action, Comedy, Science Fiction, Music"
Voyage to the Bottom of the Sea ,Irwin Allen,"Walter Pidgeon, Robert Sterling, Barbara Eden, Peter Lorre, Joan Fontaine",1961, 1h 45m,"Adventure, Drama, Science Fiction"
Avatar: The Tulkun Rider ,James Cameron,"Zoe Saldana, Sam Worthington, Stephen Lang, Sigourney Weaver, Oona Chaplin",2024, -,"Action, Science Fiction, Adventure, Fantasy"
Humanity's End ,Neil Johnson,"Jay Laisne, Rochelle Vallese, Cynthia Ickes, William David Tulin",2009, 1h 26m,"Action, Adventure, Drama, Science Fiction, Thriller"
Fighting Express Vol 3: End of the World ,Daigo Udagawa,"Kana Tsugihara, Asami Kai, Hitoshi Ozawa",2008, 1h 15m,"Action, Science Fiction"
They Saved Hitler's Brain ,David Bradley,"Walter Stocker, Audrey Caire, Carlos Rivas, John Holland, Marshall Reed",1968, 1h 31m,"Science Fiction, Thriller, Adventure"
Gandahar ,René Laloux,"Pierre-Marie Escourrou, Catherine Chevallier, Georges Wilson, Anny Duperey, Jean-Pierre Ducos",1987, 1h 23m,"Animation, Science Fiction, Fantasy, Adventure"
Boy & the World ,Alê Abreu,"Vinicius Garcia, Lu Horta, Marco Aurélio Campos, Felipe Zilse, Alê Abreu",2014, 1h 20m,"Animation, Adventure, Family, Science Fiction"
Lords of the Deep ,Mary Ann Fisher,"Bradford Dillman, Priscilla Barnes, Daryl Haney, Mel Ryane, Eb Lottimer",1989, 1h 17m,"Science Fiction, Thriller, Adventure"
Death Racers ,Roy Knyrim,"Jason Ellefson, Robert Pike Daniel, Stephen Blackehart, Dean Kreyling, Caroline Attwood",2008, 1h 30m,"Action, Adventure, Comedy, Science Fiction, Thriller"
Puppy ,"Yarrow Cheney, Bruno Dequier",Pierre Coffin,2013, 0h 5m,"Animation, Comedy, Family, Science Fiction"
Raptor Ranch ,Dan Bishop,"Lorenzo Lamas, Jana Mashonee, Donny Boaz, Cody Vaughan, Lexy Hulme",2013, 1h 30m,"Horror, Thriller, Science Fiction"
"Airlock, or How to Say Goodbye in Space ",Chris Boyle,"Derek Jacobi, Michael Sheen, Steven Waddington",2007, 0h 15m,Science Fiction
Self/less ,Tarsem Singh,"Ryan Reynolds, Ben Kingsley, Natalie Martinez, Matthew Goode, Michelle Dockery",2015, 1h 56m,"Science Fiction, Mystery, Thriller"
Ghost in the Shell Arise - Border 3: Ghost Tears ,Kazuchika Kise,"Maaya Sakamoto, Ikkyuu Juku, Kenichirou Matsuda, Kazuya Nakai, Tomoyuki Dan",2014, 0h 59m,"Action, Animation, Science Fiction"
The Second Renaissance Part I ,Mahiro Maeda,"Julia Fletcher, Dane A. Davis, Debi Derryberry, Jill Talley, Dwight Schultz",2003, 0h 9m,"Science Fiction, Animation"
The Dark Lurking ,Gregory Connors,"Philippe Deseck, Ozzie Devrish, Anthony Edwards, Dirk Foulger, Cassia Rosenstraus",2010, 1h 36m,"Action, Horror, Science Fiction"
King Kong ,"Ernest B. Schoedsack, Merian C. Cooper","Robert Armstrong, Fay Wray, Bruce Cabot, Frank Reicher, Victor Wong",1933, 1h 40m,"Adventure, Drama, Horror, Science Fiction"
Supercollider ,Jeffery Scott Lando,"Robin Dunne, Amy Bailey, Mia Nordstrom, Brendan Beiser, Enzo Cilenti",2013, 1h 29m,"Action, Adventure, Drama, Science Fiction"
Northstar ,Peter Levin,"Greg Evigan, Deborah Wakeham, Mitchell Ryan, Mason Adams, David Hayward",1986, 1h 30m,Science Fiction
Bad Movie Police: Case #1: Galaxy Of The Dinosaurs ,John Treacy,"Ariauna Albright, Lilith Stabs, Jesse Bean, Jeff Dylan Graham, Rick Irvin",2003, 1h 11m,"Science Fiction, Comedy, Horror"
