genres,movie,directors,link,stars,year,runtime
940,X: The Man with the X-Ray Eyes,Roger Corman,,"Ray Milland, Diana Van der Vlis, Harold J. Stone, John Hoyt",1963,79 min
941,The One,James Wong,,"Jet Li, Carla Gugino, Delroy Lindo, Jason Statham",2001,87 min
735,Outlander,Howard McCain,,"Jim Caviezel, Sophia Myles, Ron Perlman, Jack Huston",2008,115 min
736,The Stepford Wives,Bryan Forbes,,"Katharine Ross, Paula Prentiss, Peter Masterson, Nanette Newman",1975,115 min
737,Cyborg,Albert Pyun,,"Jean-Claude Van Damme, Deborah Richter, Vincent Klyn, Alex Daniels",1989,86 min
738,Cowboy Bebop: The Movie,"Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura, Yoshiyuki Takei",,"Beau Billingslea, Melissa Fahn, Nicholas Guest, Kôichi Yamadera",2001,115 min
827,Project Almanac,Dean Israelite,,"Amy Landecker, Sofia Black-D'Elia, Virginia Gardner, Jonny Weston",2013,106 min
828,Europa Report,Sebastián Cordero,,"Sharlto Copley, Michael Nyqvist, Christian Camargo, Embeth Davidtz",2015,90 min
829,Hot Tub Time Machine 2,Steve Pink,,"Rob Corddry, Craig Robinson, Clark Duke, Adam Scott",1984,93 min
830,Runaway,Michael Crichton,,"Tom Selleck, Cynthia Rhodes, Gene Simmons, Kirstie Alley",1991,99 min
878,The Colony,Jeff Renfroe,,"Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan",2014,95 min
879,Time Lapse,Bradley King,,"Danielle Panabaker, Matt O'Leary, George Finn, John Rhys-Davies",1994,104 min
880,Junior,Ivan Reitman,,"Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella",2017,109 min
881,Prodigy,"Alex Haughey, Brian Vidal",,"Richard Neil, Savannah Liles, Jolene Andersen, Emilio Palame",1978,80 min
650,Red Planet,Antony Hoffman,,"Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt",2000,106 min
775,Gantz: O,"Yasushi Kawamura, Keiichi Saitô",,"Chris Jai Alex, Tony Azzolino, Austin Nash Chase, Lucien Dodge",2016,95 min
776,The Forgotten,Joseph Ruben,,"Julianne Moore, Dominic West, Christopher Kovaleski, Matthew Pleszewicz",2004,91 min
777,Inspector Gadget,David Kellogg,,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg",1999,78 min
698,The Andromeda Strain,Robert Wise,,"James Olson, Arthur Hill, David Wayne, Kate Reid",1971,131 min
699,Volcano,Mick Jackson,,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle",1997,104 min
700,Timeline,Richard Donner,,"Paul Walker, Gerard Butler, Billy Connolly, Frances O'Connor",2003,116 min
997,Devil Girl from Mars,David MacDonald,,"Hugh McDermott, Hazel Court, Peter Reynolds, Adrienne Corri",2019,77 min
998,Crossbreed,Brandon Slagle,,"Vivica A. Fox, Daniel Baldwin, Stink Fisher, Devanny Pinn",1979,86 min
942,Amazon Women on the Moon,"Joe Dante, Carl Gottlieb, Peter Horton, John Landis, Robert K. Weiss",,"Rosanna Arquette, Michelle Pfeiffer, Arsenio Hall, Donald F. Muhich",1987,85 min
943,Flight 7500,Takashi Shimizu,,"Leslie Bibb, Ryan Kwanten, Amy Smart, Jamie Chung",2014,97 min
944,Kingsglaive: Final Fantasy XV,Takeshi Nozue,,"Aaron Paul, Lena Headey, Sean Bean, Neil Newbon",2016,110 min
739,Cooties,"Jonathan Milott, Cary Murnion",,"Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer",2014,88 min
740,The Directive,Alexander Raye Pimentel,,"Kyle Abraham, Paul Askedall, Scott Thompson, Nicholas Winand",2019,113 min
741,Captain America,Albert Pyun,,"Matt Salinger, Ronny Cox, Ned Beatty, Darren McGavin",1990,97 min
742,Upstream Color,Shane Carruth,,"Amy Seimetz, Frank Mosley, Shane Carruth, Andrew Sensenig",2013,96 min
831,Highlander II: The Quickening,Russell Mulcahy,,"Christopher Lambert, Sean Connery, Virginia Madsen, Michael Ironside",2018,91 min
832,Jurassic Galaxy,"James Kondelik, Jon Kondelik",,"Ryan Budds, Doug Burch, Eric Paul Erickson, Jonathan Nation",1959,74 min
833,Plan 9 from Outer Space,Edward D. Wood Jr.,,"Gregory Walcott, Tom Keene, Mona McKinnon, Duke Moore",1993,79 min
834,Batman: Mask of the Phantasm,"Eric Radomski, Bruce Timm, Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba",,"Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach",1975,76 min
882,The Fury,Brian De Palma,,"Kirk Douglas, John Cassavetes, Carrie Snodgress, Charles Durning",1976,118 min
883,The Man Who Fell to Earth,Nicolas Roeg,,"David Bowie, Rip Torn, Candy Clark, Buck Henry",2007,139 min
884,The Invasion,"Oliver Hirschbiegel, James McTeigue",,"Nicole Kidman, Daniel Craig, Jeremy Northam, Jackson Bond",2013,99 min
885,Dark Skies,Scott Stewart,,"Keri Russell, Jake Brennan, Josh Hamilton, Dakota Goyo",1973,97 min
778,Solis,Carl Strathie,,"Steven Ogg, Alice Lowe, Sid Phoenix, Henry Douthwaite",2018,92 min
779,Brainstorm,Douglas Trumbull,,"Christopher Walken, Natalie Wood, Louise Fletcher, Cliff Robertson",1983,106 min
780,Automata,Gabe Ibáñez,,"Antonio Banderas, Birgitte Hjort Sørensen, Dylan McDermott, Melanie Griffith",2014,109 min
781,OtherLife,Ben C. Lucas,,"Jessica De Gouw, Shalom Brune-Franklin, Thomas Cocquerel, T.J. Power",2017,96 min
999,The Brood,David Cronenberg,,"Oliver Reed, Samantha Eggar, Art Hindle, Henry Beckman",1984,92 min
945,The Astronaut's Wife,Rand Ravich,,"Charlize Theron, Johnny Depp, Joe Morton, Clea DuVall",1999,109 min
946,Buck Rogers in the 25th Century,Daniel Haller,,"Gil Gerard, Erin Gray, Pamela Hensley, Henry Silva",1979,89 min
743,Jonathan,Bill Oliver,,"Ansel Elgort, Suki Waterhouse, Patricia Clarkson, Matt Bomer",2018,95 min
744,The Unthinkable,Victor Danell,,"Christoffer Nordenrot, Lisa Henni, Jesper Barkselius, Pia Halvorsen",2018,129 min
745,Darkman,Sam Raimi,,"Liam Neeson, Frances McDormand, Colin Friels, Larry Drake",1990,96 min
835,Death Race 2000,Paul Bartel,,"David Carradine, Sylvester Stallone, Simone Griffeth, Mary Woronov",2007,80 min
836,TMNT,Kevin Munroe,,"Patrick Stewart, Mako, Chris Evans, Sarah Michelle Gellar",1971,103 min
837,The Omega Man,Boris Sagal,,"Charlton Heston, Anthony Zerbe, Rosalind Cash, Paul Koslo",2013,98 min
838,Turbo,David Soren,,"Ryan Reynolds, Paul Giamatti, Maya Rudolph, Samuel L. Jackson",1998,96 min
886,Fantastic Planet,René Laloux,,"Barry Bostwick, Jennifer Drake, Eric Baugin, Jean Topart",1993,72 min
887,Freaked,"Tom Stern, Alex Winter",,"Brooke Shields, William Sadler, Eduardo Ricard, Henry Carbo",2017,80 min
888,Ravenous,Robin Aubert,,"Marc-André Grondin, Monia Chokri, Charlotte St-Martin, Micheline Lanctôt",2018,104 min
889,Luna Park,Doug Liman,,Tom Cruise,2008,
782,Nowhere,Gregg Araki,,"James Duval, Rachel True, Nathan Bexton, Chiara Mastroianni",1997,82 min
783,The Final Countdown,Don Taylor,,"Kirk Douglas, Martin Sheen, Katharine Ross, James Farentino",1980,103 min
784,The Box,Richard Kelly,,"Cameron Diaz, James Marsden, Frank Langella, James Rebhorn",2009,115 min
785,The Rover,David Michôd,,"Guy Pearce, Robert Pattinson, Scoot McNairy, David Field",2014,103 min
947,The Hive,David Yarovesky,,"Gabriel Basso, Sean Gunn, Kathryn Prescott, Gabrielle Walsh",2014,93 min
948,Planet 51,"Jorge Blanco, Javier Abad, Marcos Martínez",,"Dwayne Johnson, Seann William Scott, Jessica Biel, Justin Long",2009,91 min
949,Time After Time,Nicholas Meyer,,"Malcolm McDowell, Mary Steenburgen, David Warner, Charles Cioffi",1979,112 min
950,The Bay,Barry Levinson,,"Will Rogers, Kristen Connolly, Kether Donohue, Frank Deal",2012,84 min
746,Johnny Mnemonic,Robert Longo,,"Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T",1995,96 min
747,Solaris,Steven Soderbergh,,"George Clooney, Natascha McElhone, Ulrich Tukur, Viola Davis",2002,99 min
748,Frankenstein,James Whale,,"Colin Clive, Mae Clarke, Boris Karloff, John Boles",1931,70 min
749,Beyond the Black Rainbow,Panos Cosmatos,,"Eva Bourne, Michael J Rogers, Scott Hylands, Rondel Reynoldson",2010,110 min
839,Species II,Peter Medak,,"Natasha Henstridge, Michael Madsen, Marg Helgenberger, Mykelti Williamson",2017,93 min
840,The Humanity Bureau,Rob W. King,,"Nicolas Cage, Sarah Lind, Jakob Davies, Hugh Dillon",1995,95 min
841,Screamers,Christian Duguay,,"Peter Weller, Roy Dupuis, Jennifer Rubin, Andrew Lauer",2019,108 min
842,Code Geass: Re;Surrection,Gorô Taniguchi,,"Johnny Yong Bosch, Yuri Lowenthal, Kate Higgins, Rebecca Forstadt",1992,
890,Freaks,"Zach Lipovsky, Adam B. Stein",,"Emile Hirsch, Bruce Dern, Lexy Kolker, Amanda Crew",2013,104 min
891,Repo! The Genetic Opera,Darren Lynn Bousman,,"Paul Sorvino, Anthony Head, Alexa PenaVega, Sarah Brightman",2019,98 min
892,After the Dark,John Huddles,,"James D'Arcy, Sophie Lowe, Daryl Sabara, Freddie Stroma",1956,107 min
893,Red 11,Robert Rodriguez,,"Carlos Gallardo, Roby Attal, Pierce Bailey, Jasmine Balais",1974,77 min
786,Timecrimes,Nacho Vigalondo,,"Karra Elejalde, Candela Fernández, Bárbara Goenaga, Nacho Vigalondo",2007,92 min
787,K-PAX,Iain Softley,,"Kevin Spacey, Jeff Bridges, Mary McCormack, Alfre Woodard",2001,120 min
788,"20,000 Leagues Under the Sea",Richard Fleischer,,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre",1954,127 min
789,iBoy,Adam Randall,,"Bill Milner, Maisie Williams, Miranda Richardson, Rory Kinnear",2017,90 min
750,Vice,Brian A. Miller,,"Thomas Jane, Bruce Willis, Ambyr Childers, Johnathon Schaech",2015,96 min
843,"Honey, I Blew Up the Kid",Randal Kleiser,,"Rick Moranis, Marcia Strassman, Robert Oliveri, Daniel Shalikar",2011,89 min
844,Mars Needs Moms,Simon Wells,,"Seth Green, Joan Cusack, Dan Fogler, Elisabeth Harnois",2017,88 min
845,Singularity,Robert Kouba,,"Julian Schaffner, John Cusack, Carmen Argenziano, Eileen Grubba",1972,92 min
846,Silent Running,Douglas Trumbull,,"Bruce Dern, Cliff Potts, Ron Rifkin, Jesse Vint",1993,89 min
894,Invasion of the Body Snatchers,Don Siegel,,"Kevin McCarthy, Dana Wynter, Larry Gates, King Donovan",1990,80 min
895,Flesh Gordon,"Michael Benveniste, Howard Ziehm",,"Jason Williams, Suzanne Fields, Joseph Hudgins, William Dennis Hunt",2005,78 min
896,Class of 1999,Mark L. Lester,,"Bradley Gregg, Traci Lind, Malcolm McDowell, Stacy Keach",2015,99 min
790,Slaughterhouse-Five,George Roy Hill,,"Michael Sacks, Ron Leibman, Eugene Roche, Sharon Gans",1972,104 min
791,Lockout,"James Mather, Steve Saint Leger",,"Guy Pearce, Maggie Grace, Peter Stormare, Vincent Regan",2012,95 min
792,Earth Girls Are Easy,Julien Temple,,"Geena Davis, Jeff Goldblum, Jim Carrey, Damon Wayans",1988,100 min
847,Body Snatchers,Abel Ferrara,,"Gabrielle Anwar, Meg Tilly, Terry Kinney, Reilly Murphy",1984,87 min
848,Starman,John Carpenter,,"Jeff Bridges, Karen Allen, Charles Martin Smith, Richard Jaeckel",2018,115 min
849,Alien Predator,Jared Cohn,,"Xavi Israel, Dutch Hofstetter, Alex West, Amanda Rivas",1995,87 min
897,Stealth,Rob Cohen,,"Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard",2000,121 min
898,Turbo Kid,"François Simard, Anouk Whissell, Yoann-Karl Whissell",,"Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",2006,93 min
793,Brahmastra,Ayan Mukherjee,,"Alia Bhatt, Amitabh Bachchan, Ranbir Kapoor, Mouni Roy",2019,
794,Skyline,"Colin Strause, Greg Strause",,"Eric Balfour, Donald Faison, Scottie Thompson, Brittany Daniel",2010,92 min
795,ARQ,Tony Elliott,,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell",2016,88 min
796,"I, Frankenstein",Stuart Beattie,,"Aaron Eckhart, Bill Nighy, Miranda Otto, Virginie Le Brun",2014,92 min
797,Looney Tunes: Back in Action,Joe Dante,,"Brendan Fraser, Jenna Elfman, Steve Martin, Heather Locklear",2003,91 min
798,Sphere,Barry Levinson,,"Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote",1998,134 min
799,Devil's Gate,Clay Staub,,"Amanda Schull, Shawn Ashmore, Milo Ventimiglia, Bridget Regan",2017,94 min
800,Powder,Victor Salva,,"Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen, Jeff Goldblum",1995,111 min
